chieuDai,chieuNgang,dienTich,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Phuong
12.0,4.0,48.0,3906.25,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình trị đông
10.0,4.0,40.0,3947.9166666666665,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
7.0,3.2,22.0,4735.0,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông
12.0,4.0,48.0,3906.25,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông
12.0,4.0,48.0,3472.0833333333335,3,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
17.0,4.0,68.0,3063.75,4,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hòa
10.0,4.0,40.0,2062.5,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường tân tạo
10.0,5.0,50.0,3208.3333333333335,3,3.0,3.0,"nhà mặt phố, mặt tiền",đang chờ sổ,hoàn thiện cơ bản,phường an lạc
12.0,4.0,48.0,3168.3333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường an lạc a
18.5,5.0,93.0,2464.1666666666665,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông
15.0,4.2,62.0,2688.3333333333335,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
12.0,4.0,48.0,1822.9166666666667,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
6.928203230275509,6.928203230275509,48.0,1822.9166666666667,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
19.0,5.0,100.0,5829.166666666667,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
14.0,4.0,56.0,4017.9166666666665,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông a
8.2,5.8,44.0,3267.0833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông a
16.0,4.0,64.0,5664.166666666667,4,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường an lạc a
21.0,6.0,126.0,4464.166666666667,1,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình trị đông b
6.928203230275509,6.928203230275509,48.0,1866.25,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà b
10.0,3.8,38.0,2719.1666666666665,4,2.0,3.0,"nhà ngõ, hẻm",đang chờ sổ,nội thất đầy đủ,phường bình hưng hoà b
16.0,4.0,64.0,3580.8333333333335,6,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường an lạc
17.0,4.0,66.2,3965.4166666666665,4,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
13.0,5.6,73.0,1940.8333333333333,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà b
20.0,4.0,77.0,3490.4166666666665,1,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường an lạc a
21.0,4.0,84.0,4612.916666666667,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường bình trị đông b
16.0,3.1,48.0,3125.0,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường tân tạo
26.0,4.0,104.0,5128.333333333333,8,2.0,7.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình trị đông
38.0,7.0,270.0,3240.8333333333335,3,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường an lạc
8.0,3.5,30.0,2888.75,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
18.0,4.0,70.0,3630.8333333333335,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường an lạc
20.0,4.0,81.0,2664.5833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông
9.0,4.0,37.0,3378.3333333333335,3,2.0,3.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
14.0,4.0,58.0,2550.4166666666665,3,3.0,3.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,phường bình hưng hoà b
11.5,4.0,45.0,3138.75,2,2.0,2.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,phường bình hưng hoà b
14.0,4.0,54.0,3626.6666666666665,4,4.0,5.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,phường bình hưng hoà b
8.5,3.8,32.0,4882.916666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
20.0,4.0,80.0,6510.416666666667,5,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường tân tạo
12.0,5.4,64.8,2443.3333333333335,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông a
20.0,5.0,100.0,3287.5,1,1.0,1.0,nhà phố liền kề,đã có sổ,hoàn thiện cơ bản,phường tân tạo
11.0,4.0,44.0,3645.8333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hòa
11.0,4.0,45.0,3787.0833333333335,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông a
16.0,4.0,64.0,4550.833333333333,4,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường an lạc
10.0,4.0,40.0,3302.0833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hòa
30.0,4.0,106.0,2987.5,8,4.0,6.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,phường bình trị đông a
15.0,4.0,64.0,3841.25,3,2.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hòa
11.0,4.0,44.0,3579.5833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
5.0,4.0,20.0,4791.666666666667,2,2.0,2.0,"nhà ngõ, hẻm",đang chờ sổ,,phường bình hưng hoà a
20.0,5.0,100.0,5000.0,5,3.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình trị đông b
25.0,4.0,100.0,3000.0,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc a
16.0,4.0,64.0,3580.8333333333335,3,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà a
13.0,4.0,50.0,4158.333333333333,4,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
15.0,4.0,60.0,2555.4166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
20.0,5.0,100.0,3000.0,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
11.7,4.0,48.0,3732.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông a
14.0,4.0,56.0,6398.75,3,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình trị đông b
12.0,4.0,48.0,3298.75,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
14.0,4.2,58.0,3448.3333333333335,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông a
7.0,4.0,28.0,2976.25,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,phường bình trị đông
12.5,4.0,50.0,4041.6666666666665,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
9.0,4.0,37.0,3322.0833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hòa
11.0,4.0,44.0,3645.8333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hòa
15.0,4.0,60.0,2979.1666666666665,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hòa
19.0,6.0,114.0,3435.8333333333335,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà b
14.0,4.0,56.0,3608.75,4,6.0,4.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
19.0,6.0,114.0,4897.5,7,3.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà b
15.0,4.0,60.0,5208.333333333333,1,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà b
17.0,4.0,68.0,3670.4166666666665,5,4.0,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông a
6.5,4.3,28.0,3050.4166666666665,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông
12.0,5.4,64.0,2311.25,1,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình trị đông a
20.0,4.0,80.0,3171.6666666666665,4,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
23.0,4.0,92.0,4529.166666666667,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà a
13.0,6.0,78.0,4700.833333333333,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
12.0,4.5,53.5,2126.25,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
15.0,4.0,61.0,3927.5,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông
14.0,8.02,112.1,1747.0833333333333,6,1.0,5.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà b
12.0,4.0,48.0,4687.5,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
8.0,4.0,32.0,5065.0,5,5.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hòa
14.0,4.1,54.0,3665.0,3,3.0,3.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,phường bình hưng hòa
17.0,4.0,68.0,3676.6666666666665,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
9.5,4.0,38.0,3289.5833333333335,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông
12.0,4.0,47.0,3812.0833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hòa
8.0,3.0,24.5,4217.5,1,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
15.0,4.0,60.0,3742.9166666666665,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông a
15.5,4.0,64.0,3580.8333333333335,5,4.0,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
16.5,4.0,66.0,1704.5833333333333,2,2.0,1.0,nhà phố liền kề,đã có sổ,bàn giao thô,phường tân tạo
10.0,4.0,40.0,3729.1666666666665,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
14.5,4.0,57.0,3801.25,4,1.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông b
12.0,4.0,48.0,3559.1666666666665,4,2.0,4.0,"nhà ngõ, hẻm",đã có sổ,,phường tân tạo
12.0,5.0,59.0,3862.9166666666665,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hòa
16.0,4.5,72.0,2951.25,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
19.0,4.0,76.0,2467.0833333333335,5,5.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
15.0,4.0,60.0,3611.25,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hòa
10.0,3.0,30.0,4375.0,2,2.0,2.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,phường bình hưng hòa
12.0,4.0,48.0,3255.0,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
15.0,4.0,60.0,3750.0,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hòa
10.0,4.0,41.0,4756.25,4,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hòa
14.0,5.1,71.0,2728.75,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
21.0,4.5,90.0,4166.666666666667,4,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường an lạc a
24.5,5.0,122.5,1938.75,3,1.0,3.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,phường bình hưng hoà a
18.0,6.0,104.0,2884.5833333333335,4,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông a
14.8,4.0,59.8,2577.9166666666665,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
11.0,4.0,44.0,4261.25,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường bình hưng hòa
17.0,4.0,68.0,2665.4166666666665,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
18.0,4.0,72.0,3929.5833333333335,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông a
10.0,4.0,40.0,4375.0,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông a
13.0,5.0,65.0,3333.3333333333335,4,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình trị đông a
19.0,10.0,190.0,5263.333333333333,4,2.0,4.0,nhà biệt thự,đã có sổ,,phường bình trị đông b
8.0,3.0,24.0,4427.083333333333,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
15.5,4.0,62.0,3360.4166666666665,5,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
6.5,4.0,25.0,3333.3333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông
16.0,4.0,64.0,3255.0,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
12.0,4.0,48.0,3168.3333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường an lạc a
14.0,4.0,56.0,2864.5833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
14.0,4.0,56.0,3943.3333333333335,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,,phường tân tạo
15.0,4.0,60.0,3465.4166666666665,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông
16.0,4.0,64.0,4069.1666666666665,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hòa
14.0,4.2,60.0,3465.4166666666665,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông a
10.0,4.5,38.0,5811.25,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hòa
13.0,4.0,55.0,3787.9166666666665,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường tân tạo
16.0,4.0,64.0,5664.166666666667,4,2.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường an lạc a
8.0,5.0,40.0,2864.5833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
20.0,5.0,100.0,5625.0,4,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình trị đông b
18.0,4.0,70.0,3035.8333333333335,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
13.0,4.6,59.8,4110.833333333333,5,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
12.0,4.2,50.0,4166.666666666667,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hòa
12.0,4.0,48.0,3862.9166666666665,4,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông
17.0,4.0,68.0,2880.0,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
20.0,5.0,100.0,541.6666666666666,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường tân tạo a
7.0,3.0,21.0,4900.833333333333,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
15.0,4.0,60.0,3750.0,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình trị đông
20.0,8.0,160.0,7031.25,6,4.0,6.0,nhà biệt thự,đã có sổ,,phường bình trị đông b
14.0,5.6,79.0,1793.3333333333333,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
9.0,5.6,50.4,4050.8333333333335,3,2.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường tân tạo
18.1,5.5,102.0,2982.0833333333335,5,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
15.0,4.0,60.0,3750.0,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông a
20.0,4.0,80.0,2682.5,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường tân tạo a
8.0,4.0,32.0,3515.8333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
14.0,4.0,56.0,3645.8333333333335,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
4.0,7.5,30.0,5527.916666666667,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình trị đông
16.0,4.0,64.0,2929.5833333333335,4,2.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông a
15.0,5.9,89.0,3042.9166666666665,6,2.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hòa
15.0,4.0,60.0,4132.083333333333,5,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
8.0,4.0,32.0,3125.0,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường tân tạo
15.0,4.0,60.0,2916.6666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hòa
14.0,4.0,56.0,3943.3333333333335,4,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường tân tạo
14.0,4.0,56.0,4910.833333333333,7,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường an lạc
16.0,4.0,64.0,3580.8333333333335,4,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông a
40.0,4.3,158.0,1714.1666666666667,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông a
10.0,4.0,42.0,4315.416666666667,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
12.0,4.0,48.0,3125.0,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường tân tạo
19.0,4.0,76.0,3563.75,5,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hòa
14.0,3.0,52.0,2323.75,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường tân tạo
12.0,4.5,50.0,5750.0,5,3.0,5.0,nhà phố liền kề,đã có sổ,hoàn thiện cơ bản,phường an lạc
10.0,4.0,40.0,2447.9166666666665,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường tân tạo
10.0,4.0,40.0,2500.0,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
4.5,5.3,24.0,3645.8333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
10.0,4.0,40.0,3010.4166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
23.5,4.0,93.0,6272.5,3,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà b
8.0,4.0,32.0,3489.5833333333335,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hòa
17.0,4.0,68.0,3462.0833333333335,5,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
14.5,4.0,57.0,4736.666666666667,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà a
20.0,5.0,106.0,1867.0833333333333,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông a
19.0,4.2,80.8,3919.1666666666665,6,4.0,6.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
13.0,4.0,52.0,3670.0,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông a
22.0,4.3,96.0,2235.4166666666665,4,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
18.0,4.0,72.0,3414.1666666666665,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
30.0,4.0,147.0,3259.5833333333335,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
10.0,4.0,40.0,4166.666666666667,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
6.5,3.6,23.6,4678.75,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông
19.0,4.0,76.0,2083.3333333333335,4,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
