chieuDai,chieuNgang,dienTich,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,TinhTrangNoiThat,QuanHuyen
18.0,5.0,90.0,647.5,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,huyện bình chánh
18.0,7.0,126.0,11540.833333333334,4,3.0,4.0,nhà biệt thự,đã có sổ,nội thất cao cấp,quận phú nhuận
12.0,4.0,48.0,9982.5,4,5.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
6.0,4.0,24.0,5555.416666666667,2,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
12.0,3.5,42.0,5307.5,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
7.5,4.0,30.0,2916.6666666666665,2,2.0,2.0,"nhà mặt phố, mặt tiền",sổ chung / công chứng vi bằng,nội thất đầy đủ,quận gò vấp
10.0,3.5,35.0,5833.333333333333,3,5.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
10.488088481701515,10.488088481701515,110.0,643.75,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,huyện bình chánh
35.0,9.0,315.0,2777.9166666666665,5,1.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận 12
8.0,4.0,32.0,3123.75,2,1.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 8
7.6,3.68,28.0,3869.1666666666665,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
19.6,5.0,98.0,548.3333333333334,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,huyện bình chánh
20.0,5.0,100.0,362.5,4,1.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,huyện bình chánh
3.872983346207417,3.872983346207417,15.0,1250.0,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,huyện hóc môn
12.0,4.0,47.0,6205.833333333333,4,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân phú
12.0,4.0,45.2,4332.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân bình
10.0,4.0,72.0,2777.9166666666665,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
13.2,3.05,37.7,7681.25,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình thạnh
7.0,5.0,35.0,8214.166666666666,3,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 10
18.0,4.0,72.0,3350.8333333333335,5,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
8.12403840463596,8.12403840463596,66.0,3775.4166666666665,4,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
10.0,3.5,35.0,8571.25,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 10
15.0,4.1,60.0,5763.75,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 10
16.0,5.0,80.0,354.1666666666667,3,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện bình chánh
10.0,3.1,30.0,9444.583333333334,3,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận 3
6.0,3.2,18.0,8101.666666666667,3,5.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 1
27.0,4.0,111.0,3190.8333333333335,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,quận tân phú
17.0,5.0,85.0,416.6666666666667,2,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện bình chánh
6.7,3.0,20.0,5520.833333333333,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
10.0,3.7,40.0,9583.333333333334,5,5.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận 5
17.0,4.0,68.0,1746.25,3,1.0,2.0,"nhà ngõ, hẻm",đang chờ sổ,,huyện bình chánh
19.0,6.0,114.0,19371.25,5,3.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận tân bình
8.0,3.0,23.0,4982.083333333333,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
20.0,5.5,96.0,5599.166666666667,4,1.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
6.0,3.4,20.0,5729.166666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 6
12.0,5.0,60.0,3680.4166666666665,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 7
15.0,3.0,50.0,5291.666666666667,3,2.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
23.0,4.0,92.4,3517.5,5,1.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
12.0,5.0,60.0,4513.75,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
14.0,4.0,54.0,3703.75,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận gò vấp
13.0,4.0,52.0,6169.166666666667,5,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
14.0,4.0,60.0,11041.666666666666,5,5.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 6
14.5,4.5,65.0,3519.1666666666665,2,1.0,2.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,quận 7
7.6,5.75,40.96,9155.416666666666,6,6.0,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 10
17.0,4.0,68.0,6127.5,5,3.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 6
8.2,4.0,60.0,2847.0833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 6
9.0,3.5,27.0,3703.75,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 8
13.0,3.3,43.0,3187.9166666666665,4,3.0,3.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,huyện nhà bè
7.1,3.0,21.0,2379.1666666666665,2,3.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,hoàn thiện cơ bản,huyện nhà bè
10.0,5.0,43.5,3975.0,1,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
9.1,3.49,35.0,6785.833333333333,2,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận phú nhuận
15.0,4.0,60.0,3194.5833333333335,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
9.0,4.0,34.0,4277.083333333333,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình thạnh
5.0,2.0,10.0,500.0,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,huyện củ chi
14.0,4.0,56.0,3682.9166666666665,4,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
20.0,5.0,100.0,4791.666666666667,5,2.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
15.0,4.0,55.0,5985.0,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình thạnh
4.69041575982343,4.69041575982343,22.0,5397.916666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
4.795831523312719,4.795831523312719,23.0,5615.833333333333,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 5
14.0,4.0,56.0,7812.5,5,5.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
9.0,14.0,126.0,1736.25,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
75.0,3.1,21.5,6356.666666666667,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 8
20.0,5.0,100.0,3541.6666666666665,6,4.0,7.0,"nhà mặt phố, mặt tiền",đã có sổ,,huyện bình chánh
8.0,4.0,33.0,20202.083333333332,3,2.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 3
5.0,5.0,25.0,4250.0,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 5
23.0,4.0,92.0,4529.166666666667,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận bình tân
18.0,4.8,80.0,14583.333333333334,6,5.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận tân bình
20.0,4.0,80.0,5729.166666666667,5,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
15.0,10.0,150.0,7777.916666666667,4,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,quận tân bình
17.0,5.4,100.0,10833.333333333334,3,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
7.0,3.2,22.0,6212.083333333333,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 8
17.0,3.8,67.0,4664.166666666667,5,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
5.477225575051661,5.477225575051661,30.0,2152.9166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đang chờ sổ,,quận 12
30.0,4.0,120.0,930.4166666666666,5,1.0,2.0,"nhà mặt phố, mặt tiền",sổ chung / công chứng vi bằng,hoàn thiện cơ bản,huyện bình chánh
20.0,3.0,60.0,2986.25,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân phú
11.5,4.0,46.0,6340.416666666667,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
10.0,4.0,40.0,4375.0,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
16.0,3.0,48.0,7725.833333333333,4,4.0,5.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,quận phú nhuận
8.0,9.0,67.0,3905.4166666666665,5,6.0,6.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
10.28,5.0,51.4,2026.6666666666667,2,2.0,2.0,"nhà ngõ, hẻm",không có sổ,hoàn thiện cơ bản,quận tân bình
11.0,3.3,36.0,7349.583333333333,5,5.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 5
6.2,4.0,25.0,3000.0,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
12.0,5.0,60.0,7569.583333333333,4,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
15.5,4.5,69.0,4951.666666666667,4,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,quận gò vấp
15.0,4.0,60.0,2395.8333333333335,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,huyện hóc môn
7.0710678118654755,7.0710678118654755,50.0,4416.666666666667,4,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 7
16.0,5.0,82.2,582.9166666666666,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,huyện bình chánh
9.0,4.0,32.0,1262.9166666666667,2,1.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,quận 12
19.0,4.5,90.0,5509.166666666667,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
9.0,6.5,60.0,4722.083333333333,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình thạnh
18.0,5.0,90.0,416.25,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,huyện bình chánh
7.0,10.0,65.0,3846.25,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân phú
22.0,3.7,80.0,1666.6666666666667,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,huyện củ chi
12.0,4.0,48.0,3263.75,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 12
10.0,4.0,40.0,2916.6666666666665,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 7
9.0,3.1,31.5,8201.25,5,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 3
9.0,3.7,40.0,3385.4166666666665,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận gò vấp
17.5,4.0,70.0,1130.8333333333333,3,1.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,huyện bình chánh
16.0,4.0,64.0,1367.0833333333333,3,2.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,huyện bình chánh
17.0,3.5,60.0,1145.8333333333333,2,2.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,huyện bình chánh
9.0,4.0,36.0,3587.9166666666665,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận bình tân
9.0,5.0,42.0,4067.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,huyện nhà bè
5.0,6.8,40.0,6614.583333333333,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận bình thạnh
12.0,4.0,48.0,5034.583333333333,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
5.477225575051661,5.477225575051661,30.0,6875.0,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 4
15.0,3.0,45.0,3472.0833333333335,4,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 6
8.2,5.8,47.0,3058.3333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
9.0,4.0,36.0,4340.416666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân phú
10.0,5.0,50.0,4416.666666666667,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,huyện nhà bè
4.0,3.5,14.0,5029.583333333333,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân bình
10.0,10.0,100.0,10416.666666666666,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 7
16.0,5.0,80.0,911.6666666666666,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,huyện hóc môn
20.0,4.0,80.0,2229.1666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,quận 12
13.0,3.4,43.0,4215.0,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận 8
20.0,10.0,200.0,1583.3333333333333,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình tân
4.0,3.0,12.0,7465.416666666667,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận bình tân
29.0,5.0,145.0,6609.166666666667,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
9.0,6.0,54.0,5169.583333333333,4,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
12.0,2.9,33.0,6376.25,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận phú nhuận
17.0,7.0,120.0,4166.666666666667,4,3.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 12
25.0,4.6,115.0,4891.25,4,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận tân bình
23.5,3.5,83.5,6487.083333333333,6,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 4
17.0,4.2,70.0,7083.333333333333,6,6.0,7.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
7.0710678118654755,7.0710678118654755,50.0,5291.666666666667,3,1.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận gò vấp
13.0,4.0,52.0,2764.5833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
18.0,4.5,81.0,2315.0,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 12
10.0,5.2,50.0,4416.666666666667,3,3.0,4.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,quận 12
12.0,4.0,48.0,5165.0,4,5.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
9.0,5.0,45.0,4815.0,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
5.0,5.0,25.0,9250.0,3,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình thạnh
24.0,4.0,96.0,2083.3333333333335,3,2.0,2.0,nhà phố liền kề,đã có sổ,,quận 12
22.0,4.5,94.0,5319.166666666667,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
10.0,3.2,32.0,2148.3333333333335,2,2.0,2.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,huyện nhà bè
15.0,4.0,60.0,972.0833333333334,2,1.0,1.0,"nhà ngõ, hẻm",giấy tờ viết tay,,huyện bình chánh
18.0,5.0,90.0,601.6666666666666,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,bàn giao thô,huyện củ chi
23.0,5.1,115.0,1032.5,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,huyện hóc môn
6.0,4.0,24.0,1388.75,2,1.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,huyện hóc môn
24.0,4.0,96.0,4123.333333333333,4,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận gò vấp
22.0,7.8,167.2,1991.25,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,quận bình tân
20.0,4.0,80.0,1614.5833333333333,5,3.0,5.0,nhà phố liền kề,đã có sổ,nội thất cao cấp,huyện hóc môn
15.0,4.0,60.0,3055.4166666666665,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận bình tân
15.0,4.0,60.0,4166.666666666667,5,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
10.0,6.0,66.0,5050.416666666667,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 7
16.0,4.0,64.0,4205.833333333333,5,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận bình tân
19.0,4.0,76.0,3448.3333333333335,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 12
22.0,8.0,170.0,8284.166666666666,3,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,quận 7
11.0,5.0,55.0,3409.1666666666665,2,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân phú
11.0,3.75,39.0,3952.9166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 7
8.8,4.0,35.2,5090.0,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận bình thạnh
10.0,4.0,41.0,2947.0833333333335,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận 3
16.0,5.0,80.0,4427.083333333333,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,huyện nhà bè
10.8,5.0,54.0,2392.0833333333335,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân phú
20.0,4.0,80.0,1041.6666666666667,4,1.0,2.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,huyện hóc môn
5.0,3.4,16.0,7291.666666666667,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
8.6,3.6,30.96,1022.9166666666666,2,2.0,1.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,nội thất đầy đủ,huyện nhà bè
15.2,4.0,61.0,10382.5,5,5.0,6.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận tân bình
9.0,4.0,37.0,4504.583333333333,2,2.0,2.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,quận bình tân
16.0,4.5,72.0,3524.1666666666665,4,1.0,4.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,quận bình thạnh
10.0,3.94,39.4,2485.0,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
4.47213595499958,4.47213595499958,20.0,2395.8333333333335,2,1.0,2.0,"nhà ngõ, hẻm",giấy tờ viết tay,,huyện bình chánh
12.0,5.0,60.0,4513.75,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân bình
9.0,2.8,23.0,5290.0,1,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
10.5,4.0,42.0,6448.333333333333,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,,quận tân bình
22.0,3.2,64.0,3255.0,6,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận tân phú
7.0,4.0,26.0,5128.333333333333,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận gò vấp
15.0,4.3,64.5,4392.916666666667,3,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân bình
14.0,4.0,55.0,3106.25,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận 12
6.0,3.0,18.0,3263.75,2,2.0,2.0,"nhà ngõ, hẻm",đang chờ sổ,nội thất đầy đủ,quận gò vấp
8.0,4.0,32.0,716.25,2,1.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,huyện hóc môn
9.0,4.0,36.0,1678.3333333333333,2,1.0,2.0,"nhà ngõ, hẻm",giấy tờ viết tay,,huyện bình chánh
17.0,4.0,68.0,4289.166666666667,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận bình thạnh
18.0,9.0,162.0,6558.75,4,3.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,quận 7
16.0,4.1,64.0,2929.5833333333335,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,quận gò vấp
25.0,4.0,100.0,3458.3333333333335,2,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận tân phú
8.0,4.0,32.0,3060.0,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,quận 12
14.0,4.0,58.0,4741.25,4,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 7
5.0,5.0,25.0,8250.0,2,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,,quận bình thạnh
8.5,3.3,28.5,2704.5833333333335,4,3.0,3.0,nhà phố liền kề,đang chờ sổ,nội thất cao cấp,quận 12
15.0,4.0,60.0,2979.1666666666665,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,quận bình tân
10.0,4.0,40.0,1406.25,2,2.0,2.0,"nhà mặt phố, mặt tiền",sổ chung / công chứng vi bằng,nội thất cao cấp,quận 12
12.0,4.0,48.0,1163.3333333333333,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,huyện bình chánh
10.0,3.2,32.0,4687.5,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,quận gò vấp
8.0,8.0,64.0,2441.25,4,2.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,quận 12
8.0,3.5,28.0,1160.8333333333333,2,1.0,1.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,hoàn thiện cơ bản,quận 12
