DiaChi,chieuDai,chieuNgang,dienTich,dienTichDat,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,190 m²,"- 103,46 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,Nội thất đầy đủ,"5,38 tỷ"
"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",17 m,8.5 m,141 m²,141 m²,420 m²,"- 91,49 triệu/m²",4 phòng,3,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"12,9 tỷ"
"Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",9 m,7.11 m,64 m²,64 m²,,"- 210,94 triệu/m²",4 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây,Nội thất đầy đủ,"13,5 tỷ"
"212/110, Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",8 m,3.4 m,23 m²,23 m²,,"- 216,96 triệu/m²",2 phòng,3,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất đầy đủ,"4,99 tỷ"
"29c ngô tất tố ,Phường 22 ,Quận bình thạnh , Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",18 m,3.5 m,60 m²,60 m²,120 m²,"- 93,33 triệu/m²",6 phòng,1,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,,"5,6 tỷ"
"Đường Nhiêu Tứ, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",8.2 m,4.1 m,40 m²,40 m²,132 m²,"- 192,50 triệu/m²",3 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,"7,7 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",13.5 m,4.3 m,57.5 m²,57.5 m²,170 m²,"- 81,74 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Nhà nở hậu,Hẻm xe hơi",,Nội thất cao cấp,"4,7 tỷ"
"Đường Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",13 m,3 m,38 m²,38 m²,50 m²,"- 64,47 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Bắc,,"2,45 tỷ"
"50/2G, Đường Dương Công Khi, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",26 m,6.1 m,177 m²,177 m²,,"- 29,10 triệu/m²",3 phòng,2,,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"5,15 tỷ"
"Hẻm 247 Bà Hạt, Phường 4, Quận 10, Tp Hồ Chí Minh",5 m,3 m,15 m²,15 m²,30 m²,- 150 triệu/m²,1 phòng,1,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"2,25 tỷ"
"Đường Số 8, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,,"- 78,57 triệu/m²",4 phòng,3,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông Nam,,"4,4 tỷ"
"Đường Huỳnh Văn Bánh, Phường 17, Quận Phú Nhuận, Tp Hồ Chí Minh",13.5 m,4.6 m,59 m²,59 m²,,"- 111,86 triệu/m²",4 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"6,6 tỷ"
"Phan Huy Ích, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,250 m²,"- 103,47 triệu/m²",5 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây,Nội thất đầy đủ,"7,45 tỷ"
"Đường Tân Thới Hiệp 13, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,210 m²,"- 77,08 triệu/m²",4 phòng,3,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Bắc,Nội thất đầy đủ,"5,55 tỷ"
"Đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",32 m,5 m,155 m²,155 m²,500 m²,"- 117,42 triệu/m²",nhiều hơn 10 phòng,4,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Nam,Nội thất đầy đủ,"18,2 tỷ"
"Đường Lý Thường Kiệt, Phường 15, Quận 11, Tp Hồ Chí Minh",16 m,4.2 m,67 m²,67 m²,,"- 231,34 triệu/m²",4 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây,,"15,5 tỷ"
"Hẻm 842 Tỉnh lộ 10, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",8 m,4 m,32 m²,32 m²,,- 65 triệu/m²,2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây,Hoàn thiện cơ bản,"2,08 tỷ"
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",10 m,4.5 m,45 m²,45 m²,95 m²,"- 52,22 triệu/m²",2 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Hoàn thiện cơ bản,"2,35 tỷ"
"1508/15/11/2, Lê Văn Lương, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",10 m,3.2 m,32 m²,32 m²,64 m²,"- 50,94 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"1,63 tỷ"
"Đường Lương Văn Can, Phường 15, Quận 8, Tp Hồ Chí Minh",26.5 m,6.5 m,173 m²,173 m²,,"- 64,16 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nát",,Hoàn thiện cơ bản,"11,1 tỷ"
"Đường Nguyễn Thượng Hiền, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh",9.5 m,3.4 m,32 m²,32 m²,56 m²,"- 140,62 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"4,5 tỷ"
"Xxx, Đường Cách Mạng Tháng 8, Phường 15, Quận 10, Tp Hồ Chí Minh",15 m,4 m,65 m²,65 m²,190 m²,"- 170,94 triệu/m²",5 phòng,3,4 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,Tây Bắc,,"11,111 tỷ"
"Đường Đoàn Văn Bơ, Phường 16, Quận 4, Tp Hồ Chí Minh",13 m,3.1 m,40 m²,40 m²,120 m²,"- 96,25 triệu/m²",3 phòng,3,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất cao cấp,"3,85 tỷ"
"Tôn Tất Thuyết, Phường 15, Quận 4, Tp Hồ Chí Minh",8 m,3 m,28 m²,28 m²,56 m²,"- 85,71 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,4 tỷ"
"Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",13 m,3.7 m,47 m²,47 m²,,"- 287,23 triệu/m²",4 phòng,5,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây,,"13,5 tỷ"
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,190 m²,"- 103,46 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,Nội thất đầy đủ,"5,38 tỷ"
"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",17 m,8.5 m,141 m²,141 m²,420 m²,"- 91,49 triệu/m²",4 phòng,3,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"12,9 tỷ"
"Đường Trần Nhật Duật, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",9 m,7.11 m,64 m²,64 m²,,"- 210,94 triệu/m²",4 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây,Nội thất đầy đủ,"13,5 tỷ"
"212/110, Đường Nguyễn Văn Nguyễn, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",8 m,3.4 m,23 m²,23 m²,,"- 216,96 triệu/m²",2 phòng,3,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất đầy đủ,"4,99 tỷ"
"b19/16 ấp 2 xã Hưng Long. huyện Bình Chánh, Đường Đoàn Nguyễn Tuấn, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",30 m,20 m,666 m²,666 m²,666 m²,"- 10,81 triệu/m²",2 phòng,1,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu,Nhà nát",,Hoàn thiện cơ bản,"7,2 tỷ"
"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",11.5 m,4.5 m,51.75 m²,51.75 m²,180 m²,"- 177,78 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,"9,2 tỷ"
"Đường Liên khu 8-9, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,128 m²,"- 77,34 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Nam,,"4,95 tỷ"
"Đường Nguyễn Văn Tố, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",8 m,4.1 m,32 m²,32 m²,64 m²,"- 165,62 triệu/m²",2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây,Nội thất đầy đủ,"5,3 tỷ"
HT07,20 m,4.5 m,90 m²,90 m²,260 m²,"- 84,44 triệu/m²",4 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Bắc,Nội thất cao cấp,"7,6 tỷ"
"Đường Phú Thọ Hoà, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",13 m,4.3 m,56 m²,56 m²,56 m²,"- 112,50 triệu/m²",4 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,Hoàn thiện cơ bản,"6,3 tỷ"
"Đường Đông Hưng Thuận 26, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",18 m,6.7 m,116 m²,116 m²,116 m²,"- 36,64 triệu/m²",5 phòng,,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"4,25 tỷ"
"Đường Lê Văn Thọ, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",22 m,6 m,139 m²,139 m²,,"- 71,94 triệu/m²",1 phòng,,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,10 tỷ
"Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",,,53 m²,53 m²,,"- 81,13 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,3 tỷ"
"Hẻm 55 Nguyễn Văn Công, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,255 m²,"- 129,69 triệu/m²",5 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"8,3 tỷ"
"110, Đường D11, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",25 m,4 m,100 m²,100 m²,100 m²,- 87 triệu/m²,5 phòng,1,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Bắc,,"8,7 tỷ"
"Đường Tân Chánh Hiệp 26, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",20 m,3.5 m,70 m²,70 m²,70 m²,"- 58,57 triệu/m²",3 phòng,1,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"4,1 tỷ"
"Đường Tân Hóa, Phường 14, Quận 6, Tp Hồ Chí Minh",9 m,4.6 m,40 m²,40 m²,40 m²,- 110 triệu/m²,4 phòng,4,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hiện trạng khác,,Hoàn thiện cơ bản,"4,4 tỷ"
"Đường Hưng Phú, Phường 10, Quận 8, Tp Hồ Chí Minh",14 m,4 m,45 m²,45 m²,88.6 m²,- 280 triệu/m²,2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Nam,Nội thất đầy đủ,"12,6 tỷ"
"Đường số 16, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",6 m,3 m,18 m²,18 m²,36 m²,"- 58,33 triệu/m²",1 phòng,1,1 phòng,"Nhà ngõ, hẻm",Giấy tờ viết tay,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"1,05 tỷ"
"Đường số 2, Phường 13, Quận 6, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,,"- 121,25 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"9,7 tỷ"
"Đường Hòa Hưng, Phường 13, Quận 10, Tp Hồ Chí Minh",12 m,3.3 m,39 m²,39 m²,94 m²,"- 128,21 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Đông Nam,Nội thất đầy đủ,5 tỷ
"Đường số 15, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",,,136.5 m²,136.5 m²,136.5 m²,"- 86,45 triệu/m²",3 phòng,,,Nhà biệt thự,Đã có sổ,,,,"11,8 tỷ"
"Đường Bàu Gốc, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",13.2 m,5 m,66 m²,66 m²,80 m²,"- 13,11 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,865 triệu
"Đường Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",10 m,5 m,50 m²,50 m²,,"- 107,80 triệu/m²",6 phòng,3,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,39 tỷ"
"Đường Bình Phú, Phường 11, Quận 6, Tp Hồ Chí Minh",19 m,4 m,75 m²,75 m²,230 m²,"- 113,33 triệu/m²",4 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"8,5 tỷ"
"Bến Phú Lâm P9 q 6, Phường 9, Quận 6, Tp Hồ Chí Minh",5.6 m,3.2 m,17 m²,17 m²,,"- 151,76 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Tây,,"2,58 tỷ"
"Bến Phú Lâm P9 q 6, Phường 9, Quận 6, Tp Hồ Chí Minh",5.6 m,3.2 m,17 m²,17 m²,,"- 151,76 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Tây,,"2,58 tỷ"
"Đường Nguyễn Duy, Phường 12, Quận 8, Tp Hồ Chí Minh",17 m,3.7 m,71 m²,71 m²,243 m²,"- 85,92 triệu/m²",4 phòng,2,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Đông,Nội thất đầy đủ,"6,1 tỷ"
"Đường Xóm Đất, Phường 8, Quận 11, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,144 m²,"- 177,08 triệu/m²",4 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"8,5 tỷ"
"Đường Tân Hóa, Phường 1, Quận 11, Tp Hồ Chí Minh",29 m,5 m,131 m²,131 m²,131 m²,"- 83,97 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây Bắc,Bàn giao thô,11 tỷ
"Đường số 14, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",9 m,3.8 m,32 m²,32 m²,32 m²,"- 120,31 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"3,85 tỷ"
"240/16/14, Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",13.5 m,4 m,54 m²,54 m²,,"- 129,44 triệu/m²",3 phòng,4,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất đầy đủ,"6,99 tỷ"
"Đường Nguyễn Đình Chi, Phường 9, Quận 6, Tp Hồ Chí Minh",21 m,4.15 m,82 m²,82 m²,161 m²,"- 112,20 triệu/m²",3 phòng,3,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Hoàn thiện cơ bản,"9,2 tỷ"
"80, Đường Nguyễn Trãi, Phường 3, Quận 5, Tp Hồ Chí Minh",23 m,5 m,117 m²,117 m²,117 m²,"- 213,68 triệu/m²",2 phòng,2,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông Bắc,Nội thất đầy đủ,25 tỷ
"Bán Nhà Đường Trương Thọ Đăng Văn Bi, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",13 m,5 m,65 m²,65 m²,,"- 92,31 triệu/m²",4 phòng,4,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông Bắc,Nội thất đầy đủ,6 tỷ
"Đường Phan Huy Ích, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",,4 m,64 m²,64 m²,,"- 85,16 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,45 tỷ"
"Đường Ấp Chiến lược, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",7 m,3 m,21 m²,21 m²,,"- 135,71 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,85 tỷ"
"Thống Nhất, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",,,80 m²,80 m²,,- 150 triệu/m²,6 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,12 tỷ
"Đường Quốc lộ 13, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",12 m,4.5 m,55 m²,55 m²,55 m²,"- 72,73 triệu/m²",3 phòng,1,,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,4 tỷ
"Đường Trần Văn Mười, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh",,5 m,20 m²,20 m²,83 m²,- 34 triệu/m²,2 phòng,1,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,680 triệu
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4.2 m,58 m²,58 m²,90 m²,"- 75,86 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,4 tỷ"
"44 đường 20, Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",12.5 m,4 m,50 m²,50 m²,,"- 99,60 triệu/m²",3 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"4,98 tỷ"
"Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,123.6 m²,- 70 triệu/m²,3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,,"4,2 tỷ"
