DiaChi,chieuDai,chieuNgang,dienTich,dienTichDat,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường 36, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",21 m,4 m,83 m²,83 m²,,"- 202,41 triệu/m²",5 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"16,8 tỷ"
"Đường Phan Đăng Lưu, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",,,70 m²,70 m²,,"- 75,71 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"5,3 tỷ"
"Đường số 9, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",16 m,3.5 m,55 m²,55 m²,210 m²,"- 115,45 triệu/m²",4 phòng,4,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"6,35 tỷ"
"Đường Minh Phụng, Phường 9, Quận 6, Tp Hồ Chí Minh",25 m,5.3 m,135 m²,,,"- 127,33 triệu/m²",4 phòng,2,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất cao cấp,"17,19 tỷ"
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4 m,68 m²,68 m²,,"- 91,91 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"6,25 tỷ"
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",11 m,5 m,55 m²,55 m²,55 m²,"- 65,45 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,6 tỷ"
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh",15 m,5.4 m,82 m²,82 m²,,"- 59,76 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,9 tỷ"
"Đường Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",18 m,5 m,90 m²,90 m²,180 m²,"- 8,44 triệu/m²",3 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,760 triệu
"1806/127 Huỳnh Tấn Phát, Thị trấn Nhà Bè, huyện Nhà Bè., Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,240 m²,- 85 triệu/m²,4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất đầy đủ,"6,8 tỷ"
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",17 m,7 m,119 m²,119 m²,288 m²,"- 6,72 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,800 triệu
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,200 m²,"- 9,60 triệu/m²",3 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,960 triệu
"KDC Lý Chiêu Hoàng , Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,,"- 121,67 triệu/m²",4 phòng,,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"7,3 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,,"- 72,50 triệu/m²",3 phòng,,3 phòng,Nhà phố liền kề,Sổ chung / công chứng vi bằng,Hẻm xe hơi,,Hoàn thiện cơ bản,"2,9 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Đường Âu Cơ, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",60 m,10 m,600 m²,600 m²,600 m²,- 80 triệu/m²,3 phòng,1,,"Nhà mặt phố, mặt tiền",Đã có sổ,"Nhà nát,Nhà nở hậu",Tây,,48 tỷ
,,,,,,,,,,,,,,,
"Đường Trần Bình Trọng, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",15 m,5 m,75 m²,75 m²,,- 62 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu,Nhà nát",,,"4,65 tỷ"
"Đường Nơ Trang Long, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",,,34 m²,34 m²,,"- 120,59 triệu/m²",3 phòng,2,,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"4,1 tỷ"
"Đường Lê Văn Sỹ, Phường 13, Quận 3, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,,"- 143,75 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"6,9 tỷ"
"Đường Số 6, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",14.5 m,4 m,58.1 m²,58.1 m²,200 m²,"- 123,92 triệu/m²",4 phòng,5,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"7,2 tỷ"
"Trung Mỹ Tây, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",11.5 m,4.1 m,45.1 m²,45.1 m²,,"- 75,17 triệu/m²",2 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,39 tỷ"
,,,,,,,,,,,,,,,
"Đường Bùi Công Trừng, Xã Nhị Bình, Huyện Hóc Môn, Tp Hồ Chí Minh",25 m,35 m,875 m²,875 m²,875 m²,- 28 triệu/m²,5 phòng,2,6 phòng,Nhà biệt thự,Đã có sổ,,Đông Nam,Nội thất cao cấp,"24,5 tỷ"
"Đường 36, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",21 m,4 m,83 m²,83 m²,,"- 202,41 triệu/m²",5 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"16,8 tỷ"
,,,,,,,,,,,,,,,
"Đường số 9, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",16 m,3.5 m,55 m²,55 m²,210 m²,"- 115,45 triệu/m²",4 phòng,4,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"6,35 tỷ"
,,,,,,,,,,,,,,,
"Đường Lê Văn Quới, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4 m,68 m²,68 m²,,"- 91,91 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"6,25 tỷ"
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",11 m,5 m,55 m²,55 m²,55 m²,"- 65,45 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,6 tỷ"
"Đường Phạm Thế Hiển, Phường 7, Quận 8, Tp Hồ Chí Minh",15 m,5.4 m,82 m²,82 m²,,"- 59,76 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,9 tỷ"
"Đường Nguyễn Văn Linh, Xã An Phú Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",18 m,5 m,90 m²,90 m²,180 m²,"- 8,44 triệu/m²",3 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,760 triệu
"1806/127 Huỳnh Tấn Phát, Thị trấn Nhà Bè, huyện Nhà Bè., Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,240 m²,- 85 triệu/m²,4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất đầy đủ,"6,8 tỷ"
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",17 m,7 m,119 m²,119 m²,288 m²,"- 6,72 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,800 triệu
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,200 m²,"- 9,60 triệu/m²",3 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,960 triệu
"KDC Lý Chiêu Hoàng , Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,,"- 121,67 triệu/m²",4 phòng,,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"7,3 tỷ"
"Đường Bùi Dương Lịch, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",6 m,3.6 m,21 m²,21 m²,44 m²,"- 85,24 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"1,79 tỷ"
"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",8 m,4 m,32 m²,32 m²,64 m²,"- 37,50 triệu/m²",2 phòng,2,1 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hẻm xe hơi,Tây Bắc,Nội thất đầy đủ,"1,2 tỷ"
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,100 m²,- 8 triệu/m²,2 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Nam,Nội thất đầy đủ,800 triệu
"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",10 m,6 m,60 m²,60 m²,190 m²,"- 114,17 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Tây,Nội thất cao cấp,"6,85 tỷ"
,,,,,,,,,,,,,,,
"Đường Lê Quang Định, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",9 m,3 m,27 m²,27 m²,53 m²,"- 157,41 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Đông Bắc,Nội thất cao cấp,"4,25 tỷ"
"hẻm 172, Đường Nguyễn Bình, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",5 m,5 m,25 m²,,,- 40 triệu/m²,2 phòng,,2 phòng,Nhà phố liền kề,Sổ chung / công chứng vi bằng,Hiện trạng khác,,,1 tỷ
"Đường Lê Văn Sỹ, Phường 12, Quận 3, Tp Hồ Chí Minh",8 m,3.5 m,28 m²,28 m²,90 m²,"- 196,43 triệu/m²",4 phòng,5,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Bắc,Nội thất đầy đủ,"5,5 tỷ"
"Đường Đặng Văn Ngữ, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",,,25 m²,25 m²,,- 102 triệu/m²,2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,55 tỷ"
"Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",11.5 m,7 m,80 m²,80 m²,250 m²,"- 81,25 triệu/m²",4 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây Nam,Hoàn thiện cơ bản,"6,5 tỷ"
"Đường Nguyễn Bình, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",12 m,7 m,80 m²,80 m²,,"- 81,25 triệu/m²",4 phòng,3,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"6,5 tỷ"
"Gò xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",17 m,6.4 m,107 m²,107 m²,,"- 72,90 triệu/m²",6 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Nam,,"7,8 tỷ"
"Đường Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh",17 m,3 m,51 m²,51 m²,,"- 182,16 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"9,29 tỷ"
"Đường Lý Chính Thắng, Phường 9, Quận 3, Tp Hồ Chí Minh",5 m,3 m,15 m²,15 m²,30 m²,"- 76,67 triệu/m²",3 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Hoàn thiện cơ bản,"1,15 tỷ"
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
"Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh",18 m,5.3 m,93.9 m²,93.9 m²,56.4 m²,"- 127,80 triệu/m²",4 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,12 tỷ
,,,,,,,,,,,,,,,
"Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",13 m,4.1 m,50 m²,50 m²,,"- 149,60 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"7,48 tỷ"
,,,,,,,,,,,,,,,
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",,,20 m²,20 m²,,"- 63,50 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"1,27 tỷ"
"HT 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",,,26 m²,26 m²,,"- 44,23 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,15 tỷ"
"HT 13, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",,,26 m²,26 m²,,"- 44,23 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,15 tỷ"
"Đường Bắc Hải, Phường 14, Quận 10, Tp Hồ Chí Minh",,6 m,28 m²,28 m²,,"- 357,14 triệu/m²",4 phòng,5,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,10 tỷ
"Bàn cờ, Phường 4, Quận 3, Tp Hồ Chí Minh",9 m,3.4 m,29 m²,29 m²,60 m²,"- 437,93 triệu/m²",2 phòng,3,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"12,7 tỷ"
"Đường Số 8, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",10.5 m,4 m,42 m²,42 m²,84 m²,"- 71,43 triệu/m²",3 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,3 tỷ
"Đường Xô Viết Nghệ Tĩnh, Phường 26, Quận Bình Thạnh, Tp Hồ Chí Minh",,,45 m²,45 m²,,"- 128,89 triệu/m²",3 phòng,3,,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,8 tỷ"
,,,,,,,,,,,,,,,
"Lê Quang Định, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",9 m,3 m,27 m²,27 m²,,"- 153,70 triệu/m²",2 phòng,2,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,15 tỷ"
"Đường số 2, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",17 m,6.8 m,114.9 m²,114.9 m²,114.9 m²,"- 205,40 triệu/m²",6 phòng,4,6 phòng,Nhà phố liền kề,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây,Nội thất đầy đủ,"23,6 tỷ"
"Đường Bờ Bao Tân Thắng, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,60 m²,"- 158,33 triệu/m²",5 phòng,5,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"9,5 tỷ"
"031, Đường Bế Văn Đàn, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,68 m²,- 175 triệu/m²,2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,7 tỷ
"Đường Tân Chánh Hiệp 35, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,48 m²,"- 77,08 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,7 tỷ"
"Liên Phường, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",18 m,10 m,180 m²,180 m²,290 m²,"- 146,11 triệu/m²",4 phòng,3,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây,Nội thất cao cấp,"26,3 tỷ"
"Đường Bạch Đằng, Phường 15, Quận Bình Thạnh, Tp Hồ Chí Minh",,,35 m²,35 m²,,"- 111,43 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"3,9 tỷ"
,,,,,,,,,,,,,,,
"Đường Bến Phú Lâm, Phường 9, Quận 6, Tp Hồ Chí Minh",9 m,3.5 m,31.5 m²,31.5 m²,31.5 m²,"- 171,43 triệu/m²",3 phòng,4,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"5,4 tỷ"
"Cầu vượt Tân Thới Hiệp, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,72 m²,"- 52,76 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,Nội thất đầy đủ,"3,799 tỷ"
"Đường Đỗ Văn Dậy, Xã Tân Hiệp, Huyện Hóc Môn, Tp Hồ Chí Minh",20 m,10 m,200 m²,200 m²,300 m²,- 29 triệu/m²,5 phòng,1,5 phòng,Nhà biệt thự,Đã có sổ,,Đông Bắc,Nội thất cao cấp,"5,8 tỷ"
"Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh",5 m,7 m,40 m²,40 m²,40 m²,"- 157,50 triệu/m²",2 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"6,3 tỷ"
"Đường Linh Trung, Phường Linh Trung (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,,"- 106,82 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,7 tỷ"
"Đường Huỳnh Tấn Phát, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh",14 m,3.8 m,50 m²,50 m²,,- 159 triệu/m²,4 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Bắc,,"7,95 tỷ"
"Đường Trịnh Đình Trọng, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",17 m,4 m,67 m²,67 m²,,"- 89,55 triệu/m²",3 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,6 tỷ
"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",11 m,4 m,46 m²,46 m²,44 m²,"- 82,39 triệu/m²",2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"3,79 tỷ"
"Đường Lê Văn Thọ, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,,70 m²,70 m²,,"- 71,43 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,5 tỷ
"Đường số 4A, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",,,100 m²,,,"- 79,90 triệu/m²",3 phòng,4,5 phòng,Nhà phố liền kề,Đã có sổ,,Đông Nam,,"7,99 tỷ"
"Số, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",12.5 m,13 m,162.5 m²,162.5 m²,,"- 116,92 triệu/m²",3 phòng,,3 phòng,Nhà biệt thự,Đã có sổ,,,,19 tỷ
"Bông Sao, Phường 5, Quận 8, Tp Hồ Chí Minh",13 m,5 m,65 m²,65 m²,,"- 14,31 triệu/m²",3 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,930 triệu
"Đường số 18, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",20 m,6 m,120 m²,120 m²,,"- 145,83 triệu/m²",2 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây,,"17,5 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,4 m,70 m²,,,"- 121,43 triệu/m²",5 phòng,5,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất cao cấp,"8,5 tỷ"
"Đường Nguyễn Thị Thập, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",27 m,5 m,160 m²,160 m²,160 m²,"- 146,88 triệu/m²",5 phòng,3,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,Tây,Nội thất đầy đủ,"23,5 tỷ"
"Đường Tên Lửa, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4.5 m,67.5 m²,67.5 m²,,"- 109,48 triệu/m²",4 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"7,39 tỷ"
"Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh",4.5 m,8.5 m,36 m²,36 m²,,"- 165,28 triệu/m²",5 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"5,95 tỷ"
"Đường Đoàn Giỏi, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",13.5 m,4.06 m,54 m²,54 m²,54 m²,"- 90,74 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"4,9 tỷ"
"Đường Tùng Thiện Vương, Phường 12, Quận 8, Tp Hồ Chí Minh",15 m,3.8 m,50 m²,50 m²,58.3 m²,- 152 triệu/m²,5 phòng,4,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"7,6 tỷ"
"Hẻm 220 Hoàng Hoa Thám, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,,"- 194,79 triệu/m²",9 phòng,,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"9,35 tỷ"
"Đường Võ Thị Nhờ, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",16 m,4.2 m,72 m²,72 m²,180 m²,"- 94,44 triệu/m²",3 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Đông,Nội thất cao cấp,"6,8 tỷ"
"Đường Đoàn Nguyễn Tuấn, Xã Hưng Long, Huyện Bình Chánh, Tp Hồ Chí Minh",18 m,5.5 m,93 m²,93 m²,182 m²,"- 7,53 triệu/m²",4 phòng,3,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,700 triệu
