DiaChi,chieuDai,chieuNgang,dienTich,dienTichDat,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"102, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",16 m,4 m,58 m²,58 m²,65 m²,"- 74,14 triệu/m²",1 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"4,3 tỷ"
"220/54/8, Đường Âu Cơ, Phường 9, Quận Tân Bình, Tp Hồ Chí Minh",12 m,3.9 m,46.8 m²,46.8 m²,46.8 m²,"- 117,52 triệu/m²",1 phòng,1,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,5 tỷ"
"Đường Trần Thanh Mại, Phường Tân Tạo A, Quận Bình Tân, Tp Hồ Chí Minh",,,40 m²,40 m²,,"- 52,50 triệu/m²",2 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"2,1 tỷ"
"Đường Quang Trung, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",16 m,5.5 m,88 m²,88 m²,,"- 79,55 triệu/m²",7 phòng,2,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,999 tỷ"
"Đường Bình Trị Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,,38 m²,38 m²,,"- 52,11 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"1,98 tỷ"
"Đường An Dương Vương, Phường 10, Quận 6, Tp Hồ Chí Minh",13.5 m,10 m,135 m²,135 m²,208 m²,"- 57,78 triệu/m²",1 phòng,1,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"7,8 tỷ"
"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,300 m²,- 126 triệu/m²,9 phòng,,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông,,"12,6 tỷ"
"Đường Nguyễn Hữu Trí, Thị trấn Tân Túc, Huyện Bình Chánh, Tp Hồ Chí Minh",,,80 m²,80 m²,80 m²,- 9 triệu/m²,3 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hiện trạng khác,,Hoàn thiện cơ bản,720 triệu
"Đường Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,240 m²,"- 158,33 triệu/m²",6 phòng,,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Bắc,,"9,5 tỷ"
"Đường Nguyễn Văn Bứa, Thị trấn Hóc Môn, Huyện Hóc Môn, Tp Hồ Chí Minh",9 m,4 m,10 m²,10 m²,72 m²,"- 28,50 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,285 triệu
"Đường Lam Sơn, Phường 6, Quận Bình Thạnh, Tp Hồ Chí Minh",10 m,18 m,170 m²,170 m²,300 m²,"- 258,82 triệu/m²",3 phòng,3,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Hoàn thiện cơ bản,44 tỷ
"Đường Nguyễn Văn Tố, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",18 m,4 m,70 m²,70 m²,300 m²,- 110 triệu/m²,4 phòng,,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,,"7,7 tỷ"
"Đường Liên khu 2-5, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",11 m,3.8 m,42 m²,42 m²,,"- 94,05 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,95 tỷ"
"Đường Đông Thạnh 5, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",9 m,3.3 m,29.7 m²,29.7 m²,,"- 43,43 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,29 tỷ"
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",18 m,5 m,90 m²,90 m²,270 m²,"- 75,56 triệu/m²",4 phòng,,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,,"6,8 tỷ"
"876/35/60, Đường Cách Mạng Tháng 8, Phường 5, Quận Tân Bình, Tp Hồ Chí Minh",12.5 m,3.65 m,46 m²,46 m²,90 m²,- 150 triệu/m²,2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Tây Bắc,Nội thất đầy đủ,"6,9 tỷ"
"Đường Lũy Bán Bích, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",20 m,10 m,200 m²,200 m²,600 m²,"- 82,50 triệu/m²",6 phòng,,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"16,5 tỷ"
"Đường Đông Thạnh 5, Xã Đông Thạnh, Huyện Hóc Môn, Tp Hồ Chí Minh",9 m,3.2 m,28.8 m²,28.8 m²,,"- 41,67 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,2 tỷ"
"Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",9 m,4 m,36 m²,36 m²,72 m²,- 100 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,6 tỷ"
"Đường Trương Thị Hoa, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,120 m²,"- 103,75 triệu/m²",4 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,"4,15 tỷ"
"Đường Nguyễn Quý Anh, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",18 m,5 m,90 m²,90 m²,450 m²,"- 111,11 triệu/m²",nhiều hơn 10 phòng,,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Bắc,,10 tỷ
"Đường Nguyễn Quý Anh, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",18 m,5 m,90 m²,90 m²,450 m²,"- 111,11 triệu/m²",nhiều hơn 10 phòng,,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Bắc,,10 tỷ
"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",20.3 m,4.02 m,81 m²,81 m²,,"- 64,20 triệu/m²",3 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,2 tỷ"
"Quốc lộ 13, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",13 m,4.5 m,59 m²,59 m²,200 m²,"- 115,25 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"6,8 tỷ"
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,72 m²,"- 94,44 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,,"6,8 tỷ"
"Đường Hồ Ngọc Cẩn, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",22 m,4 m,88 m²,88 m²,400 m²,"- 134,09 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông,,"11,8 tỷ"
"Vườn Lài, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",12 m,4.6 m,55 m²,55 m²,200 m²,"- 125,45 triệu/m²",4 phòng,,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,,"6,9 tỷ"
"Đường số 28, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",,,100 m²,100 m²,,- 135 triệu/m²,10 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"13,5 tỷ"
"TÂN THỚI HIỆP 16, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,,"- 78,75 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Bắc,Nội thất cao cấp,"3,15 tỷ"
"Đường Kênh 19 Tháng 5, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",35 m,5 m,175 m²,175 m²,175 m²,- 60 triệu/m²,6 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"10,5 tỷ"
"Đường Nguyễn Oanh, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",17 m,4 m,70 m²,70 m²,200 m²,"- 124,29 triệu/m²",4 phòng,3,4 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,"8,7 tỷ"
"Đường Nguyễn Bỉnh Khiêm, Phường Đa Kao, Quận 1, Tp Hồ Chí Minh",15 m,4.3 m,105 m²,105 m²,351.2 m²,"- 185,71 triệu/m²",7 phòng,4,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"19,5 tỷ"
"Vườn Lài, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",20 m,4.1 m,82 m²,82 m²,82 m²,"- 85,37 triệu/m²",1 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,7 tỷ
"KDC COMPOUND, Phường 10, Quận 6, Tp Hồ Chí Minh",9.79 m,6.01 m,52 m²,52 m²,52 m²,"- 75,96 triệu/m²",1 phòng,1,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Bàn giao thô,"3,95 tỷ"
"Đường Tân Sơn Nhì, Phường Tân Sơn Nhì, Quận Tân Phú, Tp Hồ Chí Minh",16.5 m,4 m,68 m²,68 m²,180 m²,"- 198,53 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"13,5 tỷ"
"Đường Trường Chinh, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",15 m,4.3 m,64 m²,64 m²,,"- 154,69 triệu/m²",3 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"9,9 tỷ"
"Tl19 , Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",14.5 m,4 m,58 m²,58 m²,56 m²,"- 81,90 triệu/m²",4 phòng,,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,75 tỷ"
"Đường Lê Văn Sỹ, Phường 1, Quận Tân Bình, Tp Hồ Chí Minh",22 m,4.5 m,100 m²,100 m²,,- 130 triệu/m²,4 phòng,4,,"Nhà ngõ, hẻm",Đã có sổ,"Nhà nở hậu,Hẻm xe hơi",,,13 tỷ
"Liên Ấp 2_6, Xã Vĩnh Lộc A, Huyện Bình Chánh, Tp Hồ Chí Minh",12 m,4 m,48 m²,,,"- 28,75 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,38 tỷ"
"Đường Bình Đức, Phường 15, Quận 8, Tp Hồ Chí Minh",7 m,3 m,20 m²,20 m²,40 m²,- 60 triệu/m²,1 phòng,1,1 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,2 tỷ"
"Đường Đinh Đức Thiện, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",14 m,6 m,84 m²,84 m²,84 m²,"- 15,30 triệu/m²",4 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"1,285 tỷ"
"Đường Số 10, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",14 m,7 m,98 m²,98 m²,182 m²,"- 66,33 triệu/m²",7 phòng,3,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Hoàn thiện cơ bản,"6,5 tỷ"
"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",11.2 m,5 m,56 m²,56 m²,90 m²,"- 88,39 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,95 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,5 m,70 m²,70 m²,210 m²,"- 75,71 triệu/m²",4 phòng,3,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông,Hoàn thiện cơ bản,"5,3 tỷ"
"Đường Trịnh Hoài Đức, Phường Hiệp Phú (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,6.6 m,92.6 m²,,,"- 150,11 triệu/m²",3 phòng,4,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây,,"13,9 tỷ"
"Đường Khuất Văn Bức, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",25 m,4 m,100 m²,100 m²,,"- 7,80 triệu/m²",3 phòng,2,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Hoàn thiện cơ bản,780 triệu
"Đường Hậu Giang, Phường 12, Quận 6, Tp Hồ Chí Minh",23 m,3 m,79 m²,79 m²,,"- 227,85 triệu/m²",5 phòng,5,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,18 tỷ
"Đường Nguyễn Kiệm, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh",,,72 m²,72 m²,,"- 109,67 triệu/m²",3 phòng,2,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Bắc,,"7,896 tỷ"
"tân thới hiệp 20, Phường Tân Thới Hiệp, Quận 12, Tp Hồ Chí Minh",12 m,4 m,42 m²,42 m²,105.6 m²,- 90 triệu/m²,4 phòng,1,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây Nam,Nội thất cao cấp,"3,78 tỷ"
"KDC Kinh Dương Vương , Phường 16, Quận 8, Tp Hồ Chí Minh",13 m,4.1 m,52 m²,52 m²,52 m²,- 75 triệu/m²,1 phòng,1,1 phòng,Nhà phố liền kề,Đã có sổ,,,Bàn giao thô,"3,9 tỷ"
"Cư Xá Ra Đa P 13 q6, Phường 13, Quận 6, Tp Hồ Chí Minh",8.1 m,3.6 m,29.2 m²,29.2 m²,,"- 132,88 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Bắc,,"3,88 tỷ"
"186B4, Đường Lê Đức Thọ, Thống Nhất, Nguyễn văn Lượng, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",30 m,,158 m²,158 m²,,"- 84,81 triệu/m²",9 phòng,3,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"13,4 tỷ"
"Đường Nguyễn Thái Bình, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",18 m,6 m,108 m²,108 m²,300 m²,"- 166,67 triệu/m²",5 phòng,4,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,18 tỷ
"1 sec, Đường Nguyễn Thái Sơn, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh",8 m,3.75 m,29 m²,29 m²,54 m²,"- 118,97 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"3,45 tỷ"
"KDC Lâm Hoành , Phường 10, Quận 6, Tp Hồ Chí Minh",16 m,5 m,82.5 m²,82.5 m²,82.5 m²,"- 66,67 triệu/m²",1 phòng,,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Bàn giao thô,"5,5 tỷ"
"Đường Lê Đức Thọ, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh",20 m,6 m,120 m²,120 m²,,"- 74,17 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"8,9 tỷ"
"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",13 m,4 m,51 m²,51 m²,,"- 147,06 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"7,499 tỷ"
"Đường Lê Thị Riêng, Phường Thới An, Quận 12, Tp Hồ Chí Minh",9 m,3.3 m,29 m²,29 m²,70 m²,"- 60,34 triệu/m²",3 phòng,3,3 phòng,Nhà phố liền kề,Sổ chung / công chứng vi bằng,,Đông,Nội thất đầy đủ,"1,75 tỷ"
"Đường Trịnh Như Khuê, Bình Chánh, Hồ Chí Minh, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",30 m,4.1 m,125 m²,125 m²,250 m²,"- 6,80 triệu/m²",4 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,850 triệu
"Đường 3 Tháng 2, Phường 11, Quận 10, Tp Hồ Chí Minh",,,29 m²,29 m²,38 m²,"- 241,38 triệu/m²",3 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,7 tỷ
"1/, Đường Số 20, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",15 m,5 m,75 m²,75 m²,,- 66 triệu/m²,2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,95 tỷ"
"Đường Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",13 m,5.8 m,75 m²,75 m²,150 m²,"- 69,33 triệu/m²",3 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"5,2 tỷ"
"Đường Số 41, Phường Tân Quy, Quận 7, Tp Hồ Chí Minh",18 m,6 m,91 m²,91 m²,419 m²,"- 361,54 triệu/m²",8 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"32,9 tỷ"
"30/15, Đường Thạnh Lộc 03, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",28 m,5 m,139.6 m²,139.6 m²,139.6 m²,"- 51,58 triệu/m²",7 phòng,1,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,Hoàn thiện cơ bản,"7,2 tỷ"
"Đường Trường Chinh, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",15 m,4.3 m,64 m²,64 m²,170 m²,"- 154,69 triệu/m²",3 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"9,9 tỷ"
"Đường Phan Đình Phùng, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",30 m,8 m,240 m²,240 m²,400 m²,"- 122,92 triệu/m²",6 phòng,2,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"29,5 tỷ"
"Đường Ngô Quyền, Phường 7, Quận 5, Tp Hồ Chí Minh",20 m,6 m,120 m²,120 m²,,"- 191,67 triệu/m²",4 phòng,4,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,,Nội thất đầy đủ,23 tỷ
"Đường Bùi Thị Xuân, Phường 3, Quận Tân Bình, Tp Hồ Chí Minh",11 m,3.2 m,34 m²,34 m²,62 m²,"- 126,47 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"4,3 tỷ"
"Đường Gò Dầu, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",20 m,4.08 m,81 m²,81 m²,370 m²,"- 122,05 triệu/m²",nhiều hơn 10 phòng,4,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông,Nội thất cao cấp,"9,886 tỷ"
"Đường Thống Nhất, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",,,120 m²,120 m²,,"- 53,33 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",,,,,"6,4 tỷ"
"Đường Đồng Đen, Phường 10, Quận Tân Bình, Tp Hồ Chí Minh",17 m,3.7 m,64 m²,64 m²,64 m²,"- 153,12 triệu/m²",4 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"9,8 tỷ"
"Đường Thống Nhất, Phường 16, Quận Gò Vấp, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,190 m²,"- 144,64 triệu/m²",4 phòng,,5 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"8,1 tỷ"
"Đường Nguyễn Oanh, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",15 m,4 m,60.5 m²,60.5 m²,220 m²,"- 140,50 triệu/m²",5 phòng,5,5 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,,"8,5 tỷ"
"Đường Cao Xuân Dục, Phường 12, Quận 8, Tp Hồ Chí Minh",12.7 m,3.36 m,43 m²,43 m²,78 m²,"- 101,16 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây Bắc,,"4,35 tỷ"
"Đường Lê Văn Lương, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh",23 m,6 m,161 m²,161 m²,161 m²,"- 65,22 triệu/m²",5 phòng,3,4 phòng,Nhà biệt thự,Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"10,5 tỷ"
"Đường Trần Quốc Tuấn, Phường 1, Quận Gò Vấp, Tp Hồ Chí Minh",7 m,4.3 m,34 m²,34 m²,68 m²,"- 139,71 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"4,75 tỷ"
"Đường Thống Nhất, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,88 m²,- 75 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hiện trạng khác,,Nội thất đầy đủ,"3,3 tỷ"
"Đường Nguyễn Văn Quá, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",9 m,4 m,25 m²,25 m²,,"- 63,60 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"1,59 tỷ"
"Nguyễn Thị Nuôi, Xã Tân Thới Nhì, Huyện Hóc Môn, Tp Hồ Chí Minh",22.5 m,10.2 m,225 m²,225 m²,197 m²,"- 64,44 triệu/m²",4 phòng,2,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Nam,,"14,5 tỷ"
"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",,,12.5 m²,12.5 m²,,"- 151,20 triệu/m²",2 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"1,89 tỷ"
