DiaChi,chieuDai,chieuNgang,dienTich,dienTichDat,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường Tôn Đản, Phường 8, Quận 4, Tp Hồ Chí Minh",12 m,4.5 m,48 m²,48 m²,145 m²,"- 102,08 triệu/m²",4 phòng,5,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"4,9 tỷ"
"Đường Lê Công Phép, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",15 m,3.6 m,54 m²,54 m²,,"- 114,81 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"6,2 tỷ"
"Đường Hòa Hảo, Phường 6, Quận 10, Tp Hồ Chí Minh",10 m,3.3 m,31 m²,31 m²,97 m²,"- 206,45 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"6,4 tỷ"
"Bình Quới, Phường 28, Quận Bình Thạnh, Tp Hồ Chí Minh",,,321 m²,321 m²,,"- 24,30 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"7,8 tỷ"
"Đường Đặng Văn Bi, Phường Bình Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",11 m,9 m,102 m²,102 m²,,"- 98,04 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,10 tỷ
"Đường Liên Phường, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",19 m,4 m,76 m²,76 m²,,"- 188,16 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"14,3 tỷ"
"Đường 14, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,69 m²,69 m²,,"- 91,30 triệu/m²",3 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"6,3 tỷ"
"Thống nhất, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,,"- 88,33 triệu/m²",3 phòng,3,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"5,3 tỷ"
"62/11B, Trần Bình Trọng, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",13.5 m,4.1 m,56 m²,56 m²,,"- 166,07 triệu/m²",4 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất cao cấp,"9,3 tỷ"
"Đường Cao Thắng, Phường 3, Quận 3, Tp Hồ Chí Minh",10 m,4 m,10 m²,10 m²,,- 220 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"2,2 tỷ"
"Đường Thạnh Xuân 25, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",11 m,4 m,42 m²,42 m²,84 m²,"- 89,52 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Bắc,Nội thất cao cấp,"3,76 tỷ"
"Đường Nguyễn Văn Luông, Phường 12, Quận 6, Tp Hồ Chí Minh",13.65 m,4 m,54.6 m²,54.6 m²,,"- 95,24 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,2 tỷ"
"Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",8 m,5 m,40 m²,40 m²,,"- 37,50 triệu/m²",3 phòng,1,1 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,,,"1,5 tỷ"
"Hẻm 81 Huỳnh Văn Nghệ, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",,,48 m²,48 m²,,"- 101,04 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,85 tỷ"
"Đường Trường Chinh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",7.4 m,7.2 m,52 m²,52 m²,,- 150 triệu/m²,4 phòng,4,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"7,8 tỷ"
"Đường Thành Mỹ, Phường 8, Quận Tân Bình, Tp Hồ Chí Minh",,,26 m²,26 m²,,"- 113,46 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,95 tỷ"
"Đường Lạc Long Quân, Phường 11, Quận Tân Bình, Tp Hồ Chí Minh",11 m,3.8 m,42 m²,42 m²,,"- 90,48 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,8 tỷ"
"Đường Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",,,72 m²,72 m²,,"- 101,39 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"7,3 tỷ"
"Đường Nguyễn Duy Cung, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,180 m²,"- 124,11 triệu/m²",4 phòng,4,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,Nội thất cao cấp,"6,95 tỷ"
"Đường Đội Cung, Phường 9, Quận 11, Tp Hồ Chí Minh",12 m,6 m,68 m²,68 m²,,"- 154,41 triệu/m²",4 phòng,,6 phòng,Nhà biệt thự,Đã có sổ,Hẻm xe hơi,,,"10,5 tỷ"
"Đường Tô Hiệu, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,,"- 106,67 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,4 tỷ"
"Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",13 m,4.2 m,55 m²,55 m²,97 m²,"- 73,64 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,Nội thất cao cấp,"4,05 tỷ"
"Đường Xuân Thới 2, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh",,,52 m²,,,"- 51,92 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Nam,Nội thất đầy đủ,"2,7 tỷ"
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,,"- 88,75 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"7,1 tỷ"
"Hồ Thành Biên, Phường 4, Quận 8, Tp Hồ Chí Minh",8.8 m,2.75 m,24.2 m²,24.2 m²,,"- 119,01 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Tây Nam,,"2,88 tỷ"
"80/15E, Tx52, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",5 m,3 m,15 m²,15 m²,45 m²,"- 52,67 triệu/m²",2 phòng,3,2 phòng,Nhà phố liền kề,Sổ chung / công chứng vi bằng,Hiện trạng khác,Đông Nam,Nội thất đầy đủ,790 triệu
"Đường Phú Định, Phường 16, Quận 8, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,,- 80 triệu/m²,2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,8 tỷ"
"Đường Phú Thọ Hoà, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",12 m,4 m,46 m²,46 m²,90 m²,"- 85,87 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,95 tỷ"
"Đường Trương Vĩnh Ký, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,240 m²,"- 147,50 triệu/m²",4 phòng,3,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"11,8 tỷ"
"Đường 26/3 P Bình Hưng Hòa Quận Bình Tân, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,72 m²,"- 62,50 triệu/m²",2 phòng,2,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,5 tỷ"
"Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",8 m,4 m,32 m²,32 m²,6 m²,- 100 triệu/m²,2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,2 tỷ"
"Đường Độc Lập, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,240 m²,"- 91,25 triệu/m²",4 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"7,3 tỷ"
"Lê Văn Việt, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",21 m,5 m,105 m²,105 m²,,"- 104,76 triệu/m²",4 phòng,3,,Nhà phố liền kề,Đã có sổ,,,,11 tỷ
HT13,14.5 m,4 m,48.5 m²,48.5 m²,100 m²,"- 93,81 triệu/m²",4 phòng,3,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,55 tỷ"
"Đường Nguyễn Tri Phương, Phường 4, Quận 10, Tp Hồ Chí Minh",,,43 m²,43 m²,43 m²,"- 123,26 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Bắc,Nội thất đầy đủ,"5,3 tỷ"
"Đường Số 5, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",21 m,8 m,162 m²,162 m²,219 m²,"- 64,81 triệu/m²",nhiều hơn 10 phòng,1,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"10,5 tỷ"
"Đường Dương Thị Mười, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",18 m,9.8 m,176 m²,176 m²,,"- 42,61 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"7,5 tỷ"
"Bùi Minh Trực, Phường 5, Quận 8, Tp Hồ Chí Minh",11.5 m,4 m,47 m²,47 m²,,- 100 triệu/m²,3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông,,"4,7 tỷ"
"60, Đường Giang Văn Minh, Phường An Phú (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",20 m,16 m,320 m²,320 m²,550 m²,"- 321,88 triệu/m²",6 phòng,3,5 phòng,Nhà biệt thự,Đã có sổ,,,,103 tỷ
"Đường số 18, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",15 m,5.1 m,77 m²,77 m²,,"- 67,53 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,2 tỷ"
"Đường Hoa Sữa, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",,,200 m²,200 m²,1050 m²,- 285 triệu/m²,nhiều hơn 10 phòng,8,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,Nam,Nội thất cao cấp,57 tỷ
"Đường Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,,- 100 triệu/m²,3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,4 tỷ"
"Đường Phạm Văn Chiêu, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",10 m,5 m,50 m²,50 m²,,- 154 triệu/m²,4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"7,7 tỷ"
"PHAN VĂN TRỊ, Phường 5, Quận Gò Vấp, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,,"- 164,77 triệu/m²",4 phòng,,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"7,25 tỷ"
"MTKD, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4 m,68 m²,68 m²,,- 125 triệu/m²,5 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất cao cấp,"8,5 tỷ"
"Hẻm 237 Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",,,40 m²,40 m²,40 m²,"- 71,25 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,85 tỷ"
"Đường Minh Phụng, Phường 9, Quận 11, Tp Hồ Chí Minh",10 m,3.5 m,35 m²,35 m²,70 m²,"- 185,71 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,Hoàn thiện cơ bản,"6,5 tỷ"
"Đường Trần Đại Nghĩa, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",10 m,5 m,52 m²,52 m²,52 m²,"- 13,46 triệu/m²",3 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,700 triệu
"Đường 17, Phường Linh Chiểu (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",15 m,5 m,75 m²,75 m²,,"- 69,33 triệu/m²",2 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"5,2 tỷ"
"Đường Nguyễn Thị Ngâu, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",12 m,3 m,36 m²,36 m²,36 m²,"- 23,61 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Sổ chung / công chứng vi bằng,"Hẻm xe hơi,Nhà nở hậu",,,850 triệu
"Đường Nhất Chi Mai, Phường 13, Quận Tân Bình, Tp Hồ Chí Minh",11 m,5.5 m,62.3 m²,62.3 m²,,"- 200,64 triệu/m²",5 phòng,,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"12,5 tỷ"
"Đường Trần Khắc Chân, Phường Tân Định, Quận 1, Tp Hồ Chí Minh",15 m,6 m,73.1 m²,73.1 m²,438 m²,"- 547,20 triệu/m²",9 phòng,6,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất cao cấp,40 tỷ
"Nhơn Đức, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,100 m²,- 15 triệu/m²,4 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,Hoàn thiện cơ bản,"1,5 tỷ"
"Đường Lý Chiêu Hoàng, Phường 10, Quận 6, Tp Hồ Chí Minh",9 m,3.5 m,31.1 m²,31.1 m²,85 m²,"- 199,36 triệu/m²",5 phòng,5,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Nam,Nội thất cao cấp,"6,2 tỷ"
"Đường Phan Văn Đối, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",10 m,5 m,50 m²,50 m²,50 m²,- 26 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu,Hiện trạng khác",Đông Bắc,Hoàn thiện cơ bản,"1,3 tỷ"
"Đường Trần Thị Bốc, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,100 m²,- 20 triệu/m²,3 phòng,,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,"Hẻm xe hơi,Nhà nở hậu",,,2 tỷ
"Xóm Chiếu, Phường 15, Quận 4, Tp Hồ Chí Minh",20.7 m,6.5 m,135 m²,135 m²,,"- 133,33 triệu/m²",3 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Nhà nở hậu,Nhà dính quy hoạch / lộ giới",,,18 tỷ
"Đường Trần Thị Bốc, Xã Thới Tam Thôn, Huyện Hóc Môn, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,100 m²,- 20 triệu/m²,3 phòng,,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,"Hẻm xe hơi,Nhà nở hậu",,,2 tỷ
"Xóm Chiếu, Phường 15, Quận 4, Tp Hồ Chí Minh",20.7 m,6.5 m,135 m²,135 m²,,"- 133,33 triệu/m²",3 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Nhà nở hậu,Nhà dính quy hoạch / lộ giới",,,18 tỷ
"Đường Trần Mai Ninh, Phường 12, Quận Tân Bình, Tp Hồ Chí Minh",10 m,5.6 m,57 m²,57 m²,171 m²,"- 114,04 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,Nội thất đầy đủ,"6,5 tỷ"
"113/4, Đường Đông Hưng Thuận 10, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",10 m,5 m,50 m²,50 m²,70 m²,- 70 triệu/m²,1 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Sổ chung / công chứng vi bằng,,,,"3,5 tỷ"
"Đường Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, Tp Hồ Chí Minh",8.5 m,3.5 m,30 m²,30 m²,55 m²,- 93 triệu/m²,2 phòng,2,,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"2,79 tỷ"
"386/7 Hoà Hảo, Phường 5, Quận 10, Tp Hồ Chí Minh",7 m,3 m,21 m²,21 m²,,"- 173,81 triệu/m²",1 phòng,2,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,65 tỷ"
"Ba Đình, Phường 10, Quận 8, Tp Hồ Chí Minh",8.6 m,3.1 m,30 m²,30 m²,,"- 96,67 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Nam,,"2,9 tỷ"
"Đường Nguyễn Văn Khối, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",19 m,4 m,76 m²,76 m²,144 m²,"- 169,74 triệu/m²",2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông Bắc,Nội thất đầy đủ,"12,9 tỷ"
,,,,,,,,,,,,,,,
"Đường Trương Định, Phường Võ Thị Sáu, Quận 3, Tp Hồ Chí Minh",18 m,3.8 m,65 m²,65 m²,350 m²,"- 530,77 triệu/m²",6 phòng,6,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"34,5 tỷ"
"Đường Lâm Thị Hố, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",20 m,6.3 m,126 m²,126 m²,,"- 54,76 triệu/m²",2 phòng,1,1 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"6,9 tỷ"
"Đường Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",7 m,3.1 m,20 m²,20 m²,20 m²,"- 132,50 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"2,65 tỷ"
"Đường Trần Thị Hè, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,,- 65 triệu/m²,2 phòng,1,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"5,2 tỷ"
"Đường Nguyễn Thị Tư, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,92 m²,92 m²,,"- 54,35 triệu/m²",2 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,5 tỷ
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",15 m,4 m,55 m²,55 m²,,- 100 triệu/m²,3 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"5,5 tỷ"
"Đường Tô Ngọc Vân, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,64 m²,"- 101,56 triệu/m²",4 phòng,4,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Bắc,Nội thất đầy đủ,"6,5 tỷ"
"Nguyễn Xiển, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9.5 m,6 m,61 m²,61 m²,60 m²,"- 44,26 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"2,7 tỷ"
"Đường Đông Hưng Thuận 2, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh",17 m,4 m,67 m²,67 m²,,"- 69,40 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,65 tỷ"
"Đường Số, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",17 m,4 m,68 m²,68 m²,,"- 136,76 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"9,3 tỷ"
"247/9, Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",,,45 m²,,,"- 121,78 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Bắc,Nội thất cao cấp,"5,48 tỷ"
"Đường Số, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh",17 m,4 m,68 m²,68 m²,,"- 136,76 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"9,3 tỷ"
"247/9, Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh",,,45 m²,,,"- 121,78 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Bắc,Nội thất cao cấp,"5,48 tỷ"
"Đường Bình Thới, Phường 11, Quận 11, Tp Hồ Chí Minh",17 m,3.5 m,77 m²,77 m²,240 m²,"- 285,71 triệu/m²",6 phòng,5,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,Tây Bắc,Hoàn thiện cơ bản,22 tỷ
"Đường Nguyễn Văn Tăng, Phường Long Thạnh Mỹ (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",22 m,14.5 m,313 m²,313 m²,,"- 230,03 triệu/m²",nhiều hơn 10 phòng,7,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,,Nội thất cao cấp,72 tỷ
