DiaChi,chieuDai,chieuNgang,dienTich,dienTichDat,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,180 m²,"- 79,17 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"4,75 tỷ"
"438/10, Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",14 m,4 m,55 m²,55 m²,55 m²,- 116 triệu/m²,4 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"6,38 tỷ"
"Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,91 m²,"- 73,46 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"3,82 tỷ"
"Đường số 14, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",7 m,4 m,28 m²,28 m²,,"- 117,86 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,3 tỷ"
"Đường Phan Cát Tựu, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",,,73 m²,73 m²,,"- 82,19 triệu/m²",2 phòng,,2 phòng,Nhà phố liền kề,Đã có sổ,,,,6 tỷ
"Đường Trần Văn Mười, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh",25 m,5 m,125 m²,125 m²,298 m²,"- 45,44 triệu/m²",4 phòng,3,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất cao cấp,"5,68 tỷ"
"Hẻm 25/. Đường Huỳnh Tấn Phát Q7, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",8 m,4 m,32 m²,32 m²,80 m²,"- 89,06 triệu/m²",3 phòng,3,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông,Nội thất đầy đủ,"2,85 tỷ"
"Đường số 4, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",41 m,5.8 m,200.2 m²,200.2 m²,250.4 m²,"- 51,95 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây Bắc,,"10,4 tỷ"
"Nguyễn Tư giản, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",17 m,3 m,53.8 m²,53.8 m²,76.8 m²,"- 107,81 triệu/m²",1 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà tóp hậu,,Hoàn thiện cơ bản,"5,8 tỷ"
Quốc Lộ 13,12 m,4.2 m,51 m²,51 m²,160 m²,"- 147,06 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"7,5 tỷ"
"Đường số 2, Phường 13, Quận 6, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,80 m²,"- 112,50 triệu/m²",5 phòng,1,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nát",Tây Nam,,9 tỷ
"Hẻm 80 Đường Hoàng Ngân, Phường 16, Quận 8, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,96 m²,- 55 triệu/m²,3 phòng,1,2 phòng,"Nhà ngõ, hẻm",Giấy tờ viết tay,Hẻm xe hơi,Bắc,,"2,64 tỷ"
"Đường Nguyễn Cảnh Dị, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",15 m,4 m,57.9 m²,57.9 m²,57.9 m²,"- 198,62 triệu/m²",5 phòng,5,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"11,5 tỷ"
"Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",16.5 m,4 m,63 m²,63 m²,63 m²,"- 177,78 triệu/m²",8 phòng,5,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"11,2 tỷ"
"Đường Trung Mỹ Tây 13, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,122 m²,"- 68,75 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"5,5 tỷ"
"Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4.8 m,62 m²,62 m²,117 m²,"- 70,97 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"4,4 tỷ"
"Đường Nguyễn Thượng Hiền, Phường 5, Quận Bình Thạnh, Tp Hồ Chí Minh",11.5 m,4.5 m,51.75 m²,51.75 m²,180 m²,"- 177,78 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,"9,2 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",13.5 m,4.3 m,57 m²,57 m²,171 m²,"- 84,21 triệu/m²",3 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,8 tỷ"
"Nhà Mặt tiền, Đường Tân Hòa Đông, Phường 14, Quận 6, Tp Hồ Chí Minh",22.1 m,5.05 m,115.42 m²,115.42 m²,462.68 m²,"- 105,01 triệu/m²",4 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,,Hoàn thiện cơ bản,"12,12 tỷ"
"144a, Đường Độc Lập, Phường Tân Thành, Quận Tân Phú, Tp Hồ Chí Minh",17 m,5.3 m,90 m²,90 m²,160 m²,"- 154,44 triệu/m²",10 phòng,2,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Nam,,"13,9 tỷ"
"Đường Phan Huy Ích, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",21 m,4 m,84 m²,84 m²,242 m²,"- 82,14 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"6,9 tỷ"
"Đường Bà Hom, Phường 13, Quận 6, Tp Hồ Chí Minh",10 m,5.8 m,48 m²,48 m²,85 m²,"- 116,67 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông,Nội thất đầy đủ,"5,6 tỷ"
"Đường Nguyễn Văn Khối, Phường 9, Quận Gò Vấp, Tp Hồ Chí Minh",,,83 m²,83 m²,,"- 93,98 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"7,8 tỷ"
"Đường Hà Huy Giáp, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",17 m,4 m,63 m²,63 m²,163.6 m²,"- 88,89 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,Hoàn thiện cơ bản,"5,6 tỷ"
"Đường 3 Tháng 2, Phường 10, Quận 10, Tp Hồ Chí Minh",,,38 m²,38 m²,,"- 197,37 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"7,5 tỷ"
"Đường Bình Long, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,180 m²,"- 79,17 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"4,75 tỷ"
"438/10, Đường Tân Kỳ Tân Quý, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh",14 m,4 m,55 m²,55 m²,55 m²,- 116 triệu/m²,4 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"6,38 tỷ"
"Đường Thạnh Lộc 29, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,91 m²,"- 73,46 triệu/m²",2 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"3,82 tỷ"
"Đường số 14, Phường 8, Quận Gò Vấp, Tp Hồ Chí Minh",7 m,4 m,28 m²,28 m²,,"- 117,86 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,3 tỷ"
"Đường Phan Cát Tựu, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",,,73 m²,73 m²,,"- 82,19 triệu/m²",2 phòng,,2 phòng,Nhà phố liền kề,Đã có sổ,,,,6 tỷ
"Đường Trần Văn Mười, Xã Xuân Thới Đông, Huyện Hóc Môn, Tp Hồ Chí Minh",25 m,5 m,125 m²,125 m²,298 m²,"- 45,44 triệu/m²",4 phòng,3,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất cao cấp,"5,68 tỷ"
"Hẻm 25/. Đường Huỳnh Tấn Phát Q7, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh",8 m,4 m,32 m²,32 m²,80 m²,"- 89,06 triệu/m²",3 phòng,3,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông,Nội thất đầy đủ,"2,85 tỷ"
"Đường số 4, Phường Trường Thọ (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",41 m,5.8 m,200.2 m²,200.2 m²,250.4 m²,"- 51,95 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây Bắc,,"10,4 tỷ"
"Nguyễn Tư giản, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",17 m,3 m,53.8 m²,53.8 m²,76.8 m²,"- 107,81 triệu/m²",1 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà tóp hậu,,Hoàn thiện cơ bản,"5,8 tỷ"
Quốc Lộ 13,12 m,4.2 m,51 m²,51 m²,160 m²,"- 147,06 triệu/m²",4 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"7,5 tỷ"
"Đường số 2, Phường 13, Quận 6, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,80 m²,"- 112,50 triệu/m²",5 phòng,1,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nát",Tây Nam,,9 tỷ
"Hẻm 80 Đường Hoàng Ngân, Phường 16, Quận 8, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,96 m²,- 55 triệu/m²,3 phòng,1,2 phòng,"Nhà ngõ, hẻm",Giấy tờ viết tay,Hẻm xe hơi,Bắc,,"2,64 tỷ"
"Đường Nguyễn Cảnh Dị, Phường 4, Quận Tân Bình, Tp Hồ Chí Minh",15 m,4 m,57.9 m²,57.9 m²,57.9 m²,"- 198,62 triệu/m²",5 phòng,5,6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"11,5 tỷ"
"Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",16.5 m,4 m,63 m²,63 m²,63 m²,"- 177,78 triệu/m²",8 phòng,5,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"11,2 tỷ"
"Đường Trung Mỹ Tây 13, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,122 m²,"- 68,75 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"5,5 tỷ"
"Đường Phan Văn Hân, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh",18 m,4 m,70 m²,70 m²,210 m²,"- 214,14 triệu/m²",4 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"14,99 tỷ"
"482/ LÊ QUANG ĐỊNH, Phường 11, Quận Bình Thạnh, Tp Hồ Chí Minh",14 m,6 m,86 m²,86 m²,420 m²,"- 125,58 triệu/m²",6 phòng,,Nhiều hơn 6 phòng,Nhà biệt thự,Đã có sổ,"Hẻm xe hơi,Nhà dính quy hoạch / lộ giới",,Nội thất đầy đủ,"10,8 tỷ"
"Đường Trung Mỹ Tây 13, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,122 m²,"- 68,75 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"5,5 tỷ"
"Đường Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",9 m,3 m,27 m²,27 m²,53 m²,"- 88,89 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,4 tỷ"
"Đường Tân Hương, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,60 m²,"- 141,67 triệu/m²",3 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"8,5 tỷ"
"Đường Nguyễn Gia Trí, Phường 25, Quận Bình Thạnh, Tp Hồ Chí Minh",6 m,4 m,24 m²,24 m²,,"- 89,58 triệu/m²",4 phòng,2,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông,,"2,15 tỷ"
"Đường Nguyễn Văn Bứa, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh",7 m,3 m,21 m²,21 m²,21 m²,"- 15,24 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,320 triệu
"3/24 Nguyễn văn săng, Nguyễn văn săng, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",15.5 m,4 m,62 m²,62 m²,,"- 96,77 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,Nội thất đầy đủ,6 tỷ
"152/36, Đường Nguyễn Trọng Tuyển, Phường 8, Quận Phú Nhuận, Tp Hồ Chí Minh",15 m,3.3 m,49.5 m²,49.5 m²,,"- 185,86 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"9,2 tỷ"
"Đường Quốc Lộ 50, Phường 5, Quận 8, Tp Hồ Chí Minh",7 m,3 m,21 m²,21 m²,41 m²,"- 38,05 triệu/m²",1 phòng,2,1 phòng,"Nhà ngõ, hẻm",Không có sổ,,,Hoàn thiện cơ bản,799 triệu
"Đường Quốc lộ 50, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh",7 m,3 m,21.2 m²,21.2 m²,42 m²,"- 37,69 triệu/m²",1 phòng,2,1 phòng,"Nhà ngõ, hẻm",Không có sổ,,,Hoàn thiện cơ bản,799 triệu
"Đường Phan Đăng Lưu, Phường 3, Quận Phú Nhuận, Tp Hồ Chí Minh",,,49.2 m²,49.2 m²,,"- 87,40 triệu/m²",3 phòng,,3 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,3 tỷ"
"Đường Hoa Sứ, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh",2 m,5 m,10 m²,10 m²,10 m²,- 121 triệu/m²,3 phòng,1,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"1,21 tỷ"
"Thạnh Xuân 39, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,,"- 47,08 triệu/m²",4 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất đầy đủ,"3,39 tỷ"
"Đường Nguyễn Hồng Đào, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,140 m²,"- 108,74 triệu/m²",4 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu,Nhà nát",Đông Bắc,Hoàn thiện cơ bản,"8,699 tỷ"
"Đường Lũy Bán Bích, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",,,25 m²,25 m²,,- 66 triệu/m²,3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"1,65 tỷ"
"Đường Lê Đức Thọ, Phường 7, Quận Gò Vấp, Tp Hồ Chí Minh",,,80 m²,80 m²,,"- 102,50 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"8,2 tỷ"
"Đường Hoàng Phan Thái, Xã Bình Chánh, Huyện Bình Chánh, Tp Hồ Chí Minh",,,88 m²,88 m²,,"- 17,61 triệu/m²",3 phòng,,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"1,55 tỷ"
"Đường Lê Đức Thọ, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",16 m,5 m,80 m²,80 m²,,- 100 triệu/m²,4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,8 tỷ
"Đường Tô Ngọc Vân, Phường Linh Đông (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",48 m,10 m,480 m²,480 m²,,"- 52,08 triệu/m²",nhiều hơn 10 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,25 tỷ
"Đường số 12, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",7 m,3 m,21 m²,21 m²,,"- 137,14 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,88 tỷ"
"Đường Kênh Tân Hóa, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",15.5 m,3.6 m,55 m²,55 m²,80 m²,"- 96,36 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu,Hiện trạng khác",,,"5,3 tỷ"
"42, Đường số 6D, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",18 m,5 m,90 m²,90 m²,270 m²,"- 168,89 triệu/m²",3 phòng,2,4 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,Tây,Nội thất cao cấp,"15,2 tỷ"
"Đinh Tiên Hoàng , Phường 1, Quận Bình Thạnh, Tp Hồ Chí Minh",12.2 m,6.2 m,74 m²,74 m²,,"- 94,59 triệu/m²",2 phòng,1,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Bàn giao thô,7 tỷ
"Đường Huỳnh Đình Hai, Phường 24, Quận Bình Thạnh, Tp Hồ Chí Minh",14.3 m,4.8 m,56.4 m²,56.4 m²,,"- 175,53 triệu/m²",5 phòng,5,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Bàn giao thô,"9,9 tỷ"
"Đường Số 1, Phường Long Phước (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",,,102 m²,102 m²,102 m²,"- 31,37 triệu/m²",4 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"3,2 tỷ"
"Đường Huỳnh Thị Hai, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",8 m,8 m,64 m²,64 m²,,"- 60,16 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,,"3,85 tỷ"
"Đường Điện Biên Phủ, Phường 17, Quận Bình Thạnh, Tp Hồ Chí Minh",17.5 m,18 m,285 m²,285 m²,285 m²,"- 128,07 triệu/m²",nhiều hơn 10 phòng,7,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Bàn giao thô,"36,5 tỷ"
"Đường Tỉnh lộ 15, Xã Tân Thạnh Đông, Huyện Củ Chi, Tp Hồ Chí Minh",7 m,5.2 m,40 m²,40 m²,,"- 4,67 triệu/m²",1 phòng,,,"Nhà ngõ, hẻm",Không có sổ,Hẻm xe hơi,,,187 triệu
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,,"- 15,28 triệu/m²",3 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"1,1 tỷ"
"Đường Nguyễn Thị Sóc, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",22 m,4 m,88 m²,88 m²,190 m²,"- 55,68 triệu/m²",4 phòng,2,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Tây Bắc,,"4,9 tỷ"
"29*, Đê Bao Ấp1, Xã Tân Quý Tây, Huyện Bình Chánh, Tp Hồ Chí Minh",16 m,5 m,82.2 m²,82.2 m²,,"- 13,99 triệu/m²",2 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông,Nội thất cao cấp,"1,15 tỷ"
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",12 m,5 m,52 m²,52 m²,,"- 103,85 triệu/m²",4 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"5,4 tỷ"
"Đường Hiệp Bình, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",16 m,5 m,80 m²,80 m²,160 m²,"- 56,25 triệu/m²",3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,5 tỷ"
"Đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Tp Hồ Chí Minh",13 m,5 m,65.2 m²,65.2 m²,130 m²,"- 34,97 triệu/m²",3 phòng,1,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu,Hiện trạng khác",,Nội thất đầy đủ,"2,28 tỷ"
"258/28, Đường Bông Sao, Phường 5, Quận 8, Tp Hồ Chí Minh",10 m,4 m,38 m²,38 m²,38 m²,"- 123,68 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông,Nội thất đầy đủ,"4,7 tỷ"
"Đường Nguyễn Văn Khối, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",,,60 m²,60 m²,60 m²,"- 91,67 triệu/m²",5 phòng,,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,5 tỷ"
"Đường Phạm Văn Chiêu, Phường 13, Quận Gò Vấp, Tp Hồ Chí Minh",,,54 m²,54 m²,,"- 118,52 triệu/m²",6 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,4 tỷ"
"Đường Quang Trung, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",,,40 m²,40 m²,,"- 96,25 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,85 tỷ"
"Đường Bà Điểm 4, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh",15 m,4 m,60 m²,60 m²,120 m²,"- 76,67 triệu/m²",3 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Nam,Nội thất cao cấp,"4,6 tỷ"
