DiaChi,chieuDai,chieuNgang,dienTich,dienTichDat,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Trần cao vân, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh",4 m,4 m,16 m²,16 m²,,"- 215,62 triệu/m²",2 phòng,3,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Hoàn thiện cơ bản,"3,45 tỷ"
"Đường Tạ Quang Bửu, Phường 4, Quận 8, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,255 m²,"- 143,75 triệu/m²",5 phòng,3,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Bắc,Hoàn thiện cơ bản,"11,5 tỷ"
"Đường Nguyễn Tri Phương, Phường 2, Quận 10, Tp Hồ Chí Minh",,,64 m²,64 m²,,"- 179,69 triệu/m²",6 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"11,5 tỷ"
"Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,,"- 58,75 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,7 tỷ"
"Đường Nguyễn Huy Lượng, Phường 14, Quận Bình Thạnh, Tp Hồ Chí Minh",,,42 m²,42 m²,,"- 79,05 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,32 tỷ"
"Đường Nguyễn Cư Trinh, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh",9 m,8.3 m,60 m²,60 m²,350 m²,"- 833,33 triệu/m²",5 phòng,6,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,50 tỷ
"Phước Long B, Phường Phước Long B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",5 m,5 m,26 m²,26 m²,26 m²,"- 103,85 triệu/m²",3 phòng,3,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"2,7 tỷ"
"Bưng Ông Thoàn, Phường Phú Hữu (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",15 m,5 m,75 m²,75 m²,152 m²,"- 109,33 triệu/m²",3 phòng,1,4 phòng,Nhà phố liền kề,Đã có sổ,,Đông Nam,Nội thất đầy đủ,"8,2 tỷ"
"76B, Đường Tôn Đản, Phường 10, Quận 4, Tp Hồ Chí Minh",20 m,3 m,65.4 m²,65.4 m²,119.4 m²,"- 183,33 triệu/m²",7 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,Đông Nam,Nội thất đầy đủ,"11,99 tỷ"
"Tăng Nhơn Phú B, Phường Tăng Nhơn Phú B (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",10 m,4 m,42 m²,42 m²,42 m²,"- 71,43 triệu/m²",2 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,3 tỷ
"Đường Trần Hưng Đạo, Phường Cầu Kho, Quận 1, Tp Hồ Chí Minh",,,38 m²,38 m²,,"- 171,05 triệu/m²",5 phòng,5,,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"6,5 tỷ"
"Đường 49B, Phường Thảo Điền (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",14.4 m,5 m,72 m²,72 m²,,"- 45,14 triệu/m²",6 phòng,4,6 phòng,Nhà phố liền kề,Đã có sổ,,,Nội thất đầy đủ,"3,25 tỷ"
"Đường Huỳnh Tấn Phát, Thị trấn Nhà Bè, Huyện Nhà Bè, Tp Hồ Chí Minh",9 m,3 m,27 m²,27 m²,,"- 73,70 triệu/m²",4 phòng,,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hiện trạng khác,Nam,,"1,99 tỷ"
"Aeon Mall, Phường Tân Quý, Quận Tân Phú, Tp Hồ Chí Minh",,,60 m²,60 m²,,"- 83,33 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,5 tỷ
"Thạnh Xuân 46, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",9 m,3.5 m,30 m²,30 m²,30 m²,"- 28,67 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,Hoàn thiện cơ bản,860 triệu
"Đường Trần Thái Tông, Phường 15, Quận Tân Bình, Tp Hồ Chí Minh",20 m,4 m,81 m²,81 m²,81 m²,"- 90,12 triệu/m²",5 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"7,3 tỷ"
"Đường số 11, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,4 m,32 m²,,,"- 121,56 triệu/m²",5 phòng,5,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"3,89 tỷ"
"Đường số 7, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4.1 m,54 m²,54 m²,150 m²,"- 87,96 triệu/m²",3 phòng,3,3 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,Bắc,Nội thất đầy đủ,"4,75 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4 m,68 m²,68 m²,68 m²,"- 88,24 triệu/m²",4 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,6 tỷ
"Đường Ðiện Biên Phủ, Phường 10, Quận 10, Tp Hồ Chí Minh",21 m,3.8 m,80 m²,80 m²,,"- 102,50 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"8,2 tỷ"
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",9.5 m,4 m,38 m²,38 m²,76 m²,"- 78,95 triệu/m²",3 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,3 tỷ
"Hòa hảo, Phường 5, Quận 10, Tp Hồ Chí Minh",,,63 m²,63 m²,,"- 130,16 triệu/m²",3 phòng,,4 phòng,"Nhà ngõ, hẻm",,,,,"8,2 tỷ"
"Đường Tân Mỹ, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",53 m,19 m,1012 m²,1012 m²,1012 m²,"- 148,22 triệu/m²",3 phòng,,,Nhà biệt thự,Đã có sổ,Nhà nở hậu,,,150 tỷ
"Thạnh Xuân 22, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh",,,65 m²,,,"- 81,54 triệu/m²",4 phòng,4,5 phòng,Nhà phố liền kề,Đã có sổ,,Tây Bắc,Nội thất đầy đủ,"5,3 tỷ"
"Trịnh Quang Nghị, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",15 m,7 m,105 m²,105 m²,158 m²,"- 80,95 triệu/m²",3 phòng,,3 phòng,Nhà biệt thự,Đã có sổ,,Đông Nam,,"8,5 tỷ"
"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",12 m,4.7 m,56 m²,56 m²,56 m²,"- 101,61 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"5,69 tỷ"
"E14/499, Đường Quốc lộ 50, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh",11 m,3 m,33 m²,33 m²,33 m²,"- 51,52 triệu/m²",1 phòng,1,2 phòng,"Nhà ngõ, hẻm",Giấy tờ viết tay,Hẻm xe hơi,,,"1,7 tỷ"
"192/33/1A, Đường Phú Thọ Hoà, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh",10 m,5 m,50 m²,50 m²,100 m²,- 100 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Bắc,Hoàn thiện cơ bản,5 tỷ
"Đường Lê Lợi, Phường 4, Quận Gò Vấp, Tp Hồ Chí Minh",26 m,7.1 m,208 m²,208 m²,244 m²,"- 199,52 triệu/m²",4 phòng,3,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Nhà nở hậu,,Nội thất đầy đủ,"41,5 tỷ"
"Long Trường, Phường Long Trường (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",14 m,4 m,54 m²,54 m²,54 m²,"- 96,30 triệu/m²",3 phòng,3,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"5,2 tỷ"
"Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",20 m,9.3 m,170 m²,170 m²,300 m²,"- 132,35 triệu/m²",8 phòng,3,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"22,5 tỷ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",,,55.5 m²,55.5 m²,,"- 138,74 triệu/m²",2 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây,Nội thất cao cấp,"7,7 tỷ"
"Đường số 55, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",16 m,5 m,80 m²,80 m²,,- 125 triệu/m²,5 phòng,,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,10 tỷ
"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,,13 m²,13 m²,,"- 123,08 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"1,6 tỷ"
"Đường Trần Xuân Soạn, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh",,,13 m²,13 m²,,"- 123,08 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"1,6 tỷ"
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh",9 m,3.4 m,31 m²,31 m²,,"- 60,97 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"1,89 tỷ"
"Đường Vườn Lài, Phường An Phú Đông, Quận 12, Tp Hồ Chí Minh",20 m,5 m,100 m²,100 m²,200 m²,- 107 triệu/m²,3 phòng,3,3 phòng,Nhà biệt thự,Đã có sổ,,,Hoàn thiện cơ bản,"10,7 tỷ"
"Đường Tam Bình, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",9.5 m,3.5 m,33 m²,33 m²,,"- 65,15 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,15 tỷ"
"Đường Bùi Hữu Nghĩa, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",6 m,4 m,24 m²,24 m²,24 m²,"- 121,88 triệu/m²",3 phòng,2,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"2,925 tỷ"
"Đường Nguyễn Văn Dung, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",10 m,5.2 m,50 m²,50 m²,52 m²,- 146 triệu/m²,4 phòng,5,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Tây Nam,Nội thất cao cấp,"7,3 tỷ"
"Đường Phạm Đức Sơn, Phường 16, Quận 8, Tp Hồ Chí Minh",12 m,4 m,42 m²,42 m²,130 m²,"- 95,24 triệu/m²",4 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,4 tỷ
"Đường Lê Văn Việt, Phường Tăng Nhơn Phú A (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",15 m,4.1 m,60 m²,60 m²,,"- 63,33 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất đầy đủ,"3,8 tỷ"
"50, Đường Long Thuận, Phường Trường Thạnh (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",15 m,4 m,58 m²,58 m²,150 m²,"- 86,03 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,Nội thất đầy đủ,"4,99 tỷ"
"Đường Số 28, Phường Cát Lái (Quận 2 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",18 m,5 m,90 m²,90 m²,220 m²,"- 163,89 triệu/m²",4 phòng,3,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Nam,Nội thất cao cấp,"14,75 tỷ"
"Nguyễn Tư Giản, Phường 12, Quận Gò Vấp, Tp Hồ Chí Minh",35 m,4 m,138 m²,138 m²,190 m²,"- 86,96 triệu/m²",7 phòng,3,Nhiều hơn 6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Nam,Nội thất đầy đủ,12 tỷ
"Đường Tỉnh Lộ 2, Xã Tân Thông Hội, Huyện Củ Chi, Tp Hồ Chí Minh",45 m,12 m,550 m²,550 m²,111 m²,"- 13,64 triệu/m²",4 phòng,,4 phòng,Nhà biệt thự,Đã có sổ,Hẻm xe hơi,,,"7,5 tỷ"
"Đường Số 28, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,240 m²,"- 159,72 triệu/m²",4 phòng,,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,"11,5 tỷ"
"Đường Dương Quảng Hàm, Phường 6, Quận Gò Vấp, Tp Hồ Chí Minh",18 m,7 m,126 m²,126 m²,,"- 103,17 triệu/m²",3 phòng,2,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất cao cấp,13 tỷ
"Đường Sư Vạn Hạnh, Phường 12, Quận 10, Tp Hồ Chí Minh",20 m,8 m,160 m²,160 m²,320 m²,"- 293,75 triệu/m²",4 phòng,2,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,47 tỷ
"Đường Hoàng Xuân Nhị, Phường Phú Trung, Quận Tân Phú, Tp Hồ Chí Minh",17 m,5.5 m,91 m²,91 m²,273 m²,"- 95,49 triệu/m²",2 phòng,3,2 phòng,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"8,69 tỷ"
"Đường Lưu Trọng Lư, Phường Tân Thuận Đông, Quận 7, Tp Hồ Chí Minh",10 m,3.7 m,38.65 m²,38.65 m²,,"- 95,73 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Bắc,Hoàn thiện cơ bản,"3,7 tỷ"
"Đường Tân Xuân 3, Xã Tân Xuân, Huyện Hóc Môn, Tp Hồ Chí Minh",14 m,4.5 m,60 m²,60 m²,,"- 54,17 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất cao cấp,"3,25 tỷ"
"Huỳnh Thiện Lộc, Phường Hòa Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",12 m,4.2 m,49 m²,49 m²,98 m²,"- 104,08 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Tây Nam,,"5,1 tỷ"
"cây trâm, Phường 11, Quận Gò Vấp, Tp Hồ Chí Minh",13 m,3.2 m,40 m²,40 m²,,- 110 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Bắc,,"4,4 tỷ"
"Đường Quang Trung, Phường 10, Quận Gò Vấp, Tp Hồ Chí Minh",13 m,3.5 m,44 m²,44 m²,88 m²,"- 122,50 triệu/m²",3 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Tây Nam,Nội thất cao cấp,"5,39 tỷ"
"Đường Kinh Dương Vương, Phường 12, Quận 6, Tp Hồ Chí Minh",,,50 m²,50 m²,,- 90 triệu/m²,2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,5 tỷ"
"tl 17, Phường Thạnh Lộc, Quận 12, Tp Hồ Chí Minh",16 m,4 m,64 m²,64 m²,,"- 60,16 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Đông Nam,,"3,85 tỷ"
"Tứ Hải , Phường 6, Quận Tân Bình, Tp Hồ Chí Minh",,,73 m²,73 m²,,"- 78,08 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,7 tỷ"
"Đường Số 47, Phường Hiệp Bình Chánh (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,,"- 54,81 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,Tây Bắc,,"2,85 tỷ"
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",12 m,4 m,47 m²,47 m²,47 m²,"- 91,49 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,"4,3 tỷ"
"91/46, Hẻm 91 Đường Lê Văn Duyệt, Phường 3, Quận Bình Thạnh, Tp Hồ Chí Minh",15 m,3.3 m,41.7 m²,41.7 m²,116 m²,"- 165,47 triệu/m²",4 phòng,3,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,Đông,Nội thất cao cấp,"6,9 tỷ"
"Số 8, Phường Linh Xuân (Quận Thủ Đức cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,,"- 67,31 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,5 tỷ"
"Đường Trương Công Định, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh",16 m,4.3 m,70 m²,70 m²,250 m²,"- 135,71 triệu/m²",4 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"9,5 tỷ"
"Đường Dương Đình Cúc, Xã Tân Kiên, Huyện Bình Chánh, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,,"- 13,12 triệu/m²",2 phòng,1,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"1,05 tỷ"
"Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,88 m²,"- 96,59 triệu/m²",4 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,25 tỷ"
"314/14, Đường Huỳnh Tấn Phát, Phường Tân Thuận Tây, Quận 7, Tp Hồ Chí Minh",11 m,5 m,55 m²,55 m²,,"- 84,55 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Bắc,Nội thất đầy đủ,"4,65 tỷ"
"Đường Tân Chánh Hiệp 16, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh",15 m,4 m,57 m²,57 m²,,"- 101,58 triệu/m²",4 phòng,,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"5,79 tỷ"
"229/36, Đường Tây Thạnh, Phường Tây Thạnh, Quận Tân Phú, Tp Hồ Chí Minh",14 m,3.2 m,45.82 m²,45.82 m²,120 m²,"- 132,04 triệu/m²",3 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,Đông,,"6,05 tỷ"
"Đường Phan Anh, Phường Hiệp Tân, Quận Tân Phú, Tp Hồ Chí Minh",28 m,4 m,112 m²,112 m²,,"- 93,75 triệu/m²",3 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"10,5 tỷ"
"Đường Số 20, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",8 m,3 m,24.5 m²,24.5 m²,37 m²,"- 101,22 triệu/m²",1 phòng,2,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông Bắc,Hoàn thiện cơ bản,"2,48 tỷ"
"Đường Nguyễn Thị Thập, Phường Bình Thuận, Quận 7, Tp Hồ Chí Minh",15 m,6 m,90 m²,90 m²,,"- 108,89 triệu/m²",10 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất cao cấp,"9,8 tỷ"
"Đường Hoài Thanh, Phường 14, Quận 8, Tp Hồ Chí Minh",,,23 m²,23 m²,23 m²,"- 58,70 triệu/m²",2 phòng,2,1 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,Hoàn thiện cơ bản,"1,35 tỷ"
"Phước Bình, Phường Phước Bình (Quận 9 cũ), Thành phố Thủ Đức, Tp Hồ Chí Minh",22 m,4 m,86 m²,86 m²,86 m²,"- 102,33 triệu/m²",4 phòng,3,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"8,8 tỷ"
"Đường Phan Văn Hớn, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh",17 m,4.2 m,70 m²,70 m²,133 m²,"- 164,29 triệu/m²",5 phòng,3,,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Nam,Hoàn thiện cơ bản,"11,5 tỷ"
