DiaChi,chieuDai,chieuNgang,dienTich,dienTichDat,dienTichSuDung,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,dacDiem,huongCuaChinh,TinhTrangNoiThat,Gia
"Đường Nguyễn Quý Yêm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,132 m²,"- 84,09 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,7 tỷ"
"nguyễn sơn, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",8 m,3.3 m,25 m²,25 m²,50 m²,- 80 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,2 tỷ
"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,,- 75 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,3 tỷ
"Đường số 13A, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",,,53 m²,53 m²,,"- 113,02 triệu/m²",5 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"5,99 tỷ"
"hồ văn long, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,,50 m²,50 m²,,"- 59,60 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"2,98 tỷ"
"Đường Phan Anh, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",13 m,11 m,134 m²,134 m²,,"- 95,52 triệu/m²",4 phòng,,,Nhà phố liền kề,Đã có sổ,Hẻm xe hơi,,,"12,8 tỷ"
"Đường 13A, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",7 m,3 m,21 m²,21 m²,60 m²,"- 76,19 triệu/m²",2 phòng,3,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,,Đông,Hoàn thiện cơ bản,"1,6 tỷ"
"Đường Lê Đình Cẩn, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",18.2 m,4 m,73 m²,73 m²,,"- 87,67 triệu/m²",3 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,4 tỷ"
"Lê Văn Quới - Bốn Xã, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",5 m,4 m,20 m²,20 m²,40 m²,"- 112,50 triệu/m²",2 phòng,3,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"2,25 tỷ"
"Đường Liên khu 10-11, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",11 m,4 m,43 m²,43 m²,,"- 92,79 triệu/m²",3 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,99 tỷ"
"Đường Số 4, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",9 m,4 m,36 m²,36 m²,72 m²,"- 73,61 triệu/m²",1 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,65 tỷ"
"Gần Bốn Xã - Tân Hoà Đông, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",4 m,3 m,13 m²,13 m²,12 m²,"- 107,69 triệu/m²",1 phòng,2,2 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,Hẻm xe hơi,,,"1,4 tỷ"
"Đường số 7, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",18 m,4 m,72 m²,72 m²,,"- 97,22 triệu/m²",5 phòng,,4 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Đông Nam,,7 tỷ
"Số 7, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",16 m,4.3 m,60 m²,60 m²,100 m²,"- 78,33 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,7 tỷ"
"Đường Cây Cám, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,96 m²,"- 81,25 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,9 tỷ"
"HẺM, ĐƯỜNG SỐ 16, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",9 m,4 m,36 m²,36 m²,,"- 104,17 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,75 tỷ"
"HẺM, ĐƯỜNG SỐ 8, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",8.2 m,4 m,33 m²,33 m²,,"- 110,61 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,65 tỷ"
"Đường Bùi Tư Toàn, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",20 m,4 m,82 m²,82 m²,56 m²,"- 71,95 triệu/m²",5 phòng,2,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Bắc,Hoàn thiện cơ bản,"5,9 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",7 m,5 m,38 m²,38 m²,138 m²,"- 64,47 triệu/m²",4 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Tây,Nội thất đầy đủ,"2,45 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,,40 m²,40 m²,,"- 68,75 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,75 tỷ"
"Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,112 m²,"- 80,36 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,5 tỷ"
"Đường Liên khu 10-11, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,88 m²,"- 89,09 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,92 tỷ"
"151, Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",12.5 m,4 m,47 m²,47 m²,163 m²,"- 101,06 triệu/m²",4 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông,Hoàn thiện cơ bản,"4,75 tỷ"
"Đường Bình Thành, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,130 m²,"- 82,14 triệu/m²",4 phòng,3,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"4,6 tỷ"
"Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,100 m²,"- 85,71 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,Nam,Nội thất đầy đủ,"4,8 tỷ"
"Hẻm 145 Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,180 m²,"- 132,29 triệu/m²",5 phòng,5,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"6,35 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",5 m,3 m,15 m²,15 m²,45 m²,"- 93,33 triệu/m²",2 phòng,3,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hẻm xe hơi,Đông,Nội thất cao cấp,"1,4 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,,36 m²,36 m²,100 m²,"- 68,89 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,48 tỷ"
"HỒ VĂN LONG, Phường Tân Tạo, Quận Bình Tân, Tp Hồ Chí Minh",19 m,4 m,74 m²,74 m²,74 m²,"- 65,54 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,"4,85 tỷ"
"Đường Mã Lò, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,112 m²,"- 76,79 triệu/m²",3 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"4,3 tỷ"
"Đường Tây Lân, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,293 m²,- 80 triệu/m²,5 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"6,4 tỷ"
Đường số 19,15 m,4.5 m,67.5 m²,67.5 m²,234.1 m²,"- 266,67 triệu/m²",4 phòng,4,5 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,Nội thất đầy đủ,18 tỷ
"Mả Lò, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",20 m,8 m,160 m²,160 m²,450 m²,"- 78,12 triệu/m²",5 phòng,3,5 phòng,"Nhà ngõ, hẻm",Đang chờ sổ,,Nam,,"12,5 tỷ"
"Đường Tân Kỳ Tân Quý, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,220 m²,"- 102,68 triệu/m²",4 phòng,5,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"5,75 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4.5 m,54 m²,54 m²,,"- 66,67 triệu/m²",3 phòng,3,,"Nhà ngõ, hẻm",Đã có sổ,,,Nội thất cao cấp,"3,6 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",15 m,5 m,75 m²,75 m²,,"- 66,67 triệu/m²",4 phòng,,4 phòng,Nhà phố liền kề,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,5 tỷ
"Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,,20 m²,20 m²,,"- 71,50 triệu/m²",3 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"1,43 tỷ"
"Gần Tân Kì Tân Quý,kênh Tham Lương , Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,,62 m²,62 m²,,"- 56,45 triệu/m²",3 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,5 tỷ"
"Đường Số 1, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4 m,56 m²,56 m²,224 m²,"- 107,14 triệu/m²",4 phòng,4,5 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất đầy đủ,6 tỷ
Đường Số 2,7 m,5 m,35 m²,35 m²,123 m²,"- 70,86 triệu/m²",3 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Tây,Nội thất đầy đủ,"2,48 tỷ"
"Đường Hồ Học Lãm, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",,,70 m²,70 m²,,"- 74,29 triệu/m²",4 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Nhà nở hậu,,,"5,2 tỷ"
"Đường Chiến Lược, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",,,38 m²,38 m²,,"- 103,95 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"3,95 tỷ"
"Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",12 m,4 m,48 m²,48 m²,96 m²,"- 118,75 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"5,7 tỷ"
"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,80 m²,"- 96,75 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,87 tỷ"
"Đường số 14, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",8 m,4 m,32 m²,32 m²,64 m²,- 110 triệu/m²,2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"3,52 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4.1 m,68 m²,68 m²,,"- 101,47 triệu/m²",5 phòng,5,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Nội thất cao cấp,"6,9 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",12.5 m,4 m,48 m²,48 m²,96 m²,"- 95,83 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,,,,"4,6 tỷ"
"Hẻm 93 Phùng Tá Chu, Phường An Lạc A, Quận Bình Tân, Tp Hồ Chí Minh",16 m,3.8 m,62 m²,62 m²,196 m²,"- 95,16 triệu/m²",10 phòng,5,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất cao cấp,"5,9 tỷ"
"Đường An Dương Vương, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh",17 m,4.2 m,68 m²,68 m²,68 m²,"- 119,12 triệu/m²",5 phòng,5,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"8,1 tỷ"
"Đường Số 8, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",11 m,3 m,33 m²,33 m²,66 m²,"- 75,76 triệu/m²",2 phòng,2,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"2,5 tỷ"
"Đường Hương Lộ 3, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,,170 m²,170 m²,,"- 67,65 triệu/m²",5 phòng,5,,Nhà phố liền kề,Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"11,5 tỷ"
"Đường số 7, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",20 m,4 m,80 m²,80 m²,320 m²,"- 237,50 triệu/m²",4 phòng,4,3 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,19 tỷ
"Đường Tân Hòa Đông, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",7 m,4 m,28 m²,28 m²,56 m²,"- 91,07 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,,,,"2,55 tỷ"
"Số 9, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",24 m,10 m,240 m²,240 m²,,"- 56,25 triệu/m²",4 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,,"13,5 tỷ"
"Đường Lê Văn Quới, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",13 m,4 m,52 m²,52 m²,117 m²,"- 90,96 triệu/m²",2 phòng,,,"Nhà mặt phố, mặt tiền",Đã có sổ,,,,"4,73 tỷ"
"Đường Tỉnh lộ 10, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",11 m,4.6 m,51 m²,51 m²,,"- 122,94 triệu/m²",4 phòng,4,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"6,27 tỷ"
"Đường Liên khu 5-6, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",14 m,4.2 m,59 m²,59 m²,141 m²,"- 72,03 triệu/m²",4 phòng,3,4 phòng,"Nhà ngõ, hẻm",Đã có sổ,,Đông,,"4,25 tỷ"
"Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,40 m²,- 62 triệu/m²,4 phòng,1,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",,Hoàn thiện cơ bản,"2,48 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,40 m²,- 100 triệu/m²,3 phòng,,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Hoàn thiện cơ bản,4 tỷ
"Hẻm 51 đường số 18B, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh",11 m,4 m,44 m²,44 m²,100 m²,"- 67,05 triệu/m²",2 phòng,,,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,95 tỷ"
"Đường Mã Lò, Phường Bình Trị Đông A, Quận Bình Tân, Tp Hồ Chí Minh",9 m,3 m,30 m²,30 m²,,"- 62,67 triệu/m²",2 phòng,,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"1,88 tỷ"
"144 , Đường số 6, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",,,39 m²,39 m²,,"- 43,59 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"1,7 tỷ"
"177/62, Đường Liên khu 4-5, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4.5 m,42 m²,42 m²,60 m²,"- 38,07 triệu/m²",2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Sổ chung / công chứng vi bằng,Hẻm xe hơi,,Nội thất đầy đủ,"1,599 tỷ"
"Đường số 1, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,120 m²,"- 57,50 triệu/m²",3 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,,"2,3 tỷ"
"Lê Trọng Tấn, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",9 m,4 m,38 m²,38 m²,120 m²,"- 67,11 triệu/m²",4 phòng,3,3 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"2,55 tỷ"
"Đường Số 10, Phường Bình Hưng Hòa, Quận Bình Tân, Tp Hồ Chí Minh",,,40 m²,40 m²,,- 65 triệu/m²,4 phòng,4,Nhiều hơn 6 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"2,6 tỷ"
"Đường Hương Lộ 2, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",10 m,5 m,50 m²,50 m²,,- 64 triệu/m²,2 phòng,2,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,Hẻm xe hơi,,Nội thất đầy đủ,"3,2 tỷ"
"Đường số 29, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh",24 m,4 m,98 m²,98 m²,252 m²,"- 120,41 triệu/m²",6 phòng,5,6 phòng,"Nhà mặt phố, mặt tiền",Đã có sổ,,Tây Nam,,"11,8 tỷ"
"Đường Tỉnh lộ 10, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh",10 m,4 m,40 m²,40 m²,70 m²,"- 57,50 triệu/m²",2 phòng,1,2 phòng,"Nhà ngõ, hẻm",Đã có sổ,"Hẻm xe hơi,Nhà nở hậu",Đông,Nội thất cao cấp,"2,3 tỷ"
