chieuDai,chieuNgang,dienTich,Gia/m2,Phongngu,SoTang,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Phuong
22.0,5.0,110.0,2424.1666666666665,8,1.0,7.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường tân tạo
10.5,4.0,42.0,2976.25,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
5.656854249492381,5.656854249492381,32.0,3255.0,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà b
13.0,5.0,65.0,628.3333333333334,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình trị đông a
14.0,5.0,70.0,3273.75,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường an lạc a
16.0,4.1,64.0,4492.083333333333,4,3.0,5.0,nhà biệt thự,đã có sổ,nội thất đầy đủ,phường bình trị đông a
11.0,4.0,44.0,6155.416666666667,5,6.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông
9.5,4.0,37.0,5574.166666666667,4,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường an lạc
12.0,4.0,48.0,4253.333333333333,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình trị đông a
10.0,4.0,40.0,5312.5,3,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
16.0,4.0,64.0,2962.083333333333,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,bàn giao thô,phường bình trị đông a
17.0,4.0,70.0,3267.9166666666665,4,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình trị đông a
14.0,5.0,70.0,3273.75,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường an lạc
15.0,5.0,72.0,3153.75,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
14.5,5.0,72.5,2528.75,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông
12.0,4.0,48.0,3081.6666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hòa
11.0,4.0,44.0,3219.583333333333,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình trị đông
10.0,4.0,40.0,3385.4166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
6.0,6.0,36.0,2523.333333333333,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hòa
14.0,4.0,56.0,3273.75,2,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà a
26.0,11.0,278.0,2248.333333333333,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
12.0,6.1,73.2,939.1666666666666,1,1.0,1.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,,phường tân tạo
14.0,5.0,70.0,3273.75,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường an lạc
24.0,12.0,288.0,1880.8333333333333,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hòa
24.0,4.0,112.0,2343.75,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông
10.0,4.0,40.0,3833.3333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông a
10.0,4.0,40.0,4373.75,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
13.5,4.3,57.0,3508.75,3,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông a
11.0,4.0,44.0,3693.3333333333335,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông b
19.0,4.2,80.8,3919.1666666666665,6,4.0,6.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
10.0,4.0,40.0,3104.1666666666665,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
14.0,4.0,56.0,3571.25,3,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
12.0,4.0,48.0,4322.916666666667,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
11.0,4.0,44.0,2414.583333333333,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường tân tạo a
23.0,4.0,92.0,2717.5,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
5.291502622129181,5.291502622129181,28.0,3497.083333333333,3,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường tân tạo
5.656854249492381,5.656854249492381,32.0,2343.75,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình trị đông a
14.0,4.0,56.0,3571.25,3,1.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
30.0,4.0,147.0,3259.583333333333,2,1.0,1.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
10.0,4.0,40.0,2447.9166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
12.0,4.0,48.0,4062.5,3,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
18.5,5.0,95.0,2412.083333333333,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông
9.5,4.5,41.0,4928.75,3,1.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
12.0,5.0,60.0,3472.083333333333,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hòa
10.0,4.0,40.0,3802.0833333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông b
15.0,4.0,60.0,3263.75,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình trị đông b
14.0,4.0,56.0,3482.083333333333,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường an lạc
10.0,4.0,40.0,4114.583333333333,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
4.0,3.0,12.0,7465.416666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
15.0,4.0,60.0,4687.5,5,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông a
12.0,4.0,48.0,4322.916666666667,4,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
12.0,5.0,60.0,3819.5833333333335,5,5.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường an lạc
8.0,3.2,25.6,3825.0,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
16.0,4.0,64.0,4752.5,4,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường an lạc
16.0,4.0,64.0,4947.916666666667,4,4.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường an lạc
20.0,5.0,100.0,4791.666666666667,4,3.0,5.0,nhà phố liền kề,đã có sổ,,phường bình trị đông b
13.0,4.0,52.0,3205.0,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
10.0,4.0,40.0,2447.9166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường tân tạo
11.0,4.0,44.0,3503.75,1,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hòa
14.0,5.0,70.0,3273.75,3,4.0,3.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,phường an lạc a
12.0,4.0,48.0,4322.916666666667,3,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
10.0,3.5,35.0,2380.833333333333,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường tân tạo
20.0,5.0,100.0,6875.0,4,3.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình trị đông b
10.0,3.0,30.0,2361.25,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
14.0,4.0,56.0,5803.75,5,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường an lạc
16.0,4.0,64.0,3580.833333333333,5,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình trị đông a
20.5,14.0,279.0,1866.6666666666667,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường tân tạo
18.0,4.0,72.0,3761.6666666666665,5,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
15.0,4.0,60.0,3819.5833333333335,5,4.0,6.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
6.0,4.0,24.0,7117.916666666667,1,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà a
12.0,4.0,48.0,3359.1666666666665,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông a
16.0,4.0,64.0,4882.916666666667,4,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông b
6.0,5.0,30.0,2777.9166666666665,3,4.0,3.0,"nhà ngõ, hẻm",sổ chung / công chứng vi bằng,nội thất đầy đủ,phường bình trị đông a
16.0,4.0,64.0,3906.25,5,5.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình trị đông
8.0,3.0,24.0,5017.5,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
12.0,8.0,98.0,3146.25,5,3.0,5.0,nhà biệt thự,đã có sổ,,phường bình hưng hoà b
20.0,4.8,95.0,2850.833333333333,3,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông
18.0,6.0,104.0,2884.583333333333,4,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông a
23.5,4.0,93.0,6272.5,3,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà b
8.0,4.0,33.0,4267.5,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hòa
17.0,5.0,70.0,3273.75,3,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
16.0,3.0,48.0,3081.6666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hòa
18.2,4.0,73.0,3538.75,3,4.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường tân tạo
10.0,4.0,40.0,2447.9166666666665,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường tân tạo
15.5,4.0,62.0,3494.583333333333,3,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình hưng hoà b
23.0,8.0,154.0,2218.75,5,1.0,6.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
11.0,4.0,44.0,5208.333333333333,4,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông
16.0,4.0,64.0,4882.916666666667,4,3.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường tân tạo
6.0,6.0,36.0,4455.833333333333,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,hoàn thiện cơ bản,phường bình trị đông a
7.0,3.2,20.0,5375.0,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
17.0,4.0,68.0,2573.333333333333,3,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường tân tạo
10.0,4.0,40.0,3010.4166666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
10.0,4.0,40.0,5000.0,5,4.0,3.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
14.0,4.0,56.0,3534.1666666666665,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
20.0,4.5,90.0,6712.916666666667,4,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình trị đông b
8.2,5.8,44.0,3267.083333333333,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông a
14.0,3.0,52.0,2323.75,4,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường tân tạo
19.6,4.0,76.9,2980.0,4,2.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
6.928203230275509,6.928203230275509,48.0,2821.25,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
18.2,4.1,73.0,3367.5,5,3.0,6.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường bình trị đông a
20.0,5.0,100.0,4166.666666666667,4,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường tân tạo
12.0,5.4,64.8,2443.333333333333,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông a
7.0,4.0,24.0,4600.833333333333,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
16.0,4.0,61.0,2732.083333333333,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,phường bình trị đông a
6.0,4.0,24.0,3906.25,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
19.0,4.0,80.0,1745.0,2,3.0,3.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà b
12.0,4.0,48.0,2821.25,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
14.5,4.0,58.0,3412.5,4,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà b
17.0,3.5,60.0,2152.9166666666665,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,,phường an lạc
14.0,4.0,56.0,3273.75,4,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
16.0,4.0,64.0,1595.0,2,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
28.0,4.2,118.0,1942.0833333333333,4,1.0,5.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà b
10.0,4.0,40.0,2395.833333333333,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường tân tạo
20.0,7.0,140.0,3720.4166666666665,3,1.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
18.1,5.5,102.0,2982.083333333333,5,3.0,5.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà b
4.5,5.3,24.0,3645.8333333333335,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
13.0,4.0,52.0,2524.1666666666665,2,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
14.0,4.0,56.0,5171.25,5,4.0,5.0,"nhà ngõ, hẻm",đang chờ sổ,nội thất đầy đủ,phường bình hưng hoà a
11.0,3.2,35.0,5059.583333333333,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,,phường an lạc a
11.0,3.8,43.4,3072.083333333333,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình hưng hoà a
12.5,4.0,50.0,4833.333333333333,5,4.0,5.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
8.2,5.8,44.0,3267.083333333333,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
7.0,3.2,22.0,4886.25,2,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà a
15.0,4.0,60.0,4715.416666666667,4,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hòa
51.0,6.0,306.0,2859.583333333333,5,3.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
27.0,4.8,130.0,2147.5,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường tân tạo
5.0,4.0,17.0,4877.5,1,2.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình trị đông
12.0,4.0,48.0,2838.333333333333,2,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
17.0,4.0,68.0,3676.6666666666665,4,5.0,5.0,"nhà ngõ, hẻm",đang chờ sổ,,phường bình trị đông a
10.0,4.0,40.0,2062.5,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
11.0,4.5,50.0,5166.666666666667,3,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường an lạc
11.0,4.0,44.0,3579.583333333333,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường bình hưng hoà a
10.0,4.0,40.0,5729.166666666667,3,3.0,4.0,"nhà ngõ, hẻm",đã có sổ,nội thất cao cấp,phường an lạc
15.0,4.0,60.0,3958.3333333333335,2,2.0,2.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường an lạc
11.0,4.0,44.0,3172.5,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
10.0,4.0,40.0,2500.0,4,2.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
15.0,4.0,60.0,4340.416666666667,4,4.0,4.0,nhà phố liền kề,đã có sổ,nội thất đầy đủ,phường bình hưng hòa
10.0,3.0,30.0,4513.75,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
10.0,4.0,40.0,3593.75,3,2.0,2.0,"nhà ngõ, hẻm",đã có sổ,hoàn thiện cơ bản,phường bình trị đông
10.0,4.0,40.0,4166.666666666667,2,1.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường bình hưng hoà a
13.0,4.0,52.0,4246.666666666667,4,4.0,3.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất đầy đủ,phường bình trị đông
16.0,4.0,64.0,3417.9166666666665,4,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
24.0,9.0,210.0,1745.8333333333333,1,1.0,1.0,"nhà ngõ, hẻm",đã có sổ,nội thất đầy đủ,phường bình hưng hoà b
5.0,4.0,60.0,4027.9166666666665,4,3.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
13.0,4.0,50.0,4158.333333333333,4,4.0,4.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hòa
18.0,4.0,72.0,3182.9166666666665,4,4.0,5.0,"nhà mặt phố, mặt tiền",đã có sổ,nội thất cao cấp,phường bình hưng hoà b
10.0,4.0,40.0,2583.333333333333,3,3.0,2.0,"nhà ngõ, hẻm",đã có sổ,,phường tân tạo a
